site_id,date,year,tmax_c,tmin_c,tavg_c,precip_mm,et0_mm,rad_mj_m2,wind_ms,rh_pct,gdd_base10
SITE028,2023-05-11,2023,27.2,18.4,22.8,8.5,4.47,16.82,1.5,80.0,12.8
SITE028,2023-05-12,2023,32.1,23.4,27.7,0.2,4.99,16.87,3.6,90.0,17.7
SITE028,2023-05-13,2023,31.6,23.2,27.4,0.1,4.89,16.92,2.6,71.0,17.4
SITE028,2023-05-14,2023,28.8,15.6,22.2,1.5,5.44,16.96,2.7,61.0,12.2
SITE028,2023-05-15,2023,27.3,20.0,23.6,1.8,4.18,17.01,2.9,69.0,13.6
SITE028,2023-05-16,2023,27.1,23.9,25.5,0.0,2.9,24.98,1.4,45.0,15.5
SITE028,2023-05-17,2023,25.7,20.6,23.2,0.5,3.48,17.09,2.4,93.0,13.2
SITE028,2023-05-18,2023,27.5,21.3,24.4,1.5,3.96,17.13,4.0,74.0,14.4
SITE028,2023-05-19,2023,29.4,20.9,25.1,14.2,4.73,17.17,3.0,71.0,15.1
SITE028,2023-05-20,2023,27.4,19.7,23.6,1.0,4.36,17.21,3.1,77.0,13.6
SITE028,2023-05-21,2023,26.4,21.2,23.8,0.2,3.61,17.25,2.4,44.0,13.8
SITE028,2023-05-22,2023,34.0,16.6,25.3,1.7,6.85,17.28,2.7,72.0,15.3
SITE028,2023-05-23,2023,31.3,15.4,23.3,12.7,6.25,17.32,1.9,67.0,13.3
SITE028,2023-05-24,2023,31.7,16.3,24.0,0.6,6.27,17.35,2.5,68.0,14.0
SITE028,2023-05-25,2023,30.8,13.0,21.9,2.0,6.41,17.38,2.7,73.0,11.9
SITE028,2023-05-26,2023,26.0,18.9,22.5,0.9,4.13,17.41,2.4,67.0,12.5
SITE028,2023-05-27,2023,25.8,18.2,22.0,1.9,4.21,17.44,3.0,76.0,12.0
SITE028,2023-05-28,2023,30.2,24.7,27.4,0.0,4.11,25.59,3.0,62.0,17.4
SITE028,2023-05-29,2023,34.0,22.1,28.1,0.0,6.1,25.63,3.0,54.0,18.1
SITE028,2023-05-30,2023,32.6,21.7,27.2,0.0,5.72,25.67,3.2,77.0,17.2
SITE028,2023-05-31,2023,34.0,19.4,26.7,0.9,6.57,17.55,1.4,90.0,16.7
SITE028,2023-06-01,2023,29.2,22.5,25.8,4.7,4.36,17.57,2.3,61.0,15.8
SITE028,2023-06-02,2023,28.8,20.9,24.9,2.2,4.67,17.59,2.8,64.0,14.9
SITE028,2023-06-03,2023,28.6,19.3,23.9,14.0,4.93,17.62,2.4,79.0,13.9
SITE028,2023-06-04,2023,32.1,15.8,23.9,5.5,6.55,17.64,3.0,79.0,13.9
SITE028,2023-06-05,2023,33.3,16.9,25.1,0.1,6.75,17.65,1.5,85.0,15.1
SITE028,2023-06-06,2023,34.3,24.4,29.4,0.3,5.76,17.67,2.9,98.0,19.4
SITE028,2023-06-07,2023,31.9,20.1,26.0,0.0,5.85,25.91,2.4,55.0,16.0
SITE028,2023-06-08,2023,30.3,18.9,24.6,11.8,5.59,17.7,1.4,69.0,14.6
SITE028,2023-06-09,2023,31.9,19.0,25.5,2.8,6.06,17.71,4.3,77.0,15.5
SITE028,2023-06-10,2023,33.1,15.0,24.1,1.0,6.96,17.73,2.7,62.0,14.1
SITE028,2023-06-11,2023,31.5,18.2,24.9,1.5,6.08,17.74,2.1,57.0,14.9
SITE028,2023-06-12,2023,31.2,19.3,25.3,0.0,5.82,26.0,2.2,69.0,15.3
SITE028,2023-06-13,2023,32.3,21.9,27.1,0.0,5.64,26.01,1.3,50.0,17.1
SITE028,2023-06-14,2023,31.6,24.9,28.3,10.4,4.66,17.76,3.5,54.0,18.3
SITE028,2023-06-15,2023,35.6,17.3,26.5,3.3,7.42,17.77,2.8,54.0,16.5
SITE028,2023-06-16,2023,37.5,16.9,27.2,1.1,7.99,17.77,1.6,55.0,17.2
SITE028,2023-06-17,2023,31.5,15.4,23.5,2.3,6.48,17.78,1.9,84.0,13.5
SITE028,2023-06-18,2023,28.3,18.7,23.5,2.2,5.0,17.78,3.3,82.0,13.5
SITE028,2023-06-19,2023,25.9,19.8,22.9,5.6,3.94,17.78,3.5,66.0,12.9
SITE028,2023-06-20,2023,30.7,24.1,27.4,0.3,4.55,17.78,1.7,73.0,17.4
SITE028,2023-06-21,2023,29.3,20.2,24.7,1.1,5.03,17.78,3.9,73.0,14.7
SITE028,2023-06-22,2023,33.0,19.5,26.2,0.6,6.33,17.78,2.1,84.0,16.2
SITE028,2023-06-23,2023,35.7,19.2,27.4,0.6,7.19,17.77,3.2,55.0,17.4
SITE028,2023-06-24,2023,35.4,25.4,30.4,0.2,5.98,17.77,2.4,79.0,20.4
SITE028,2023-06-25,2023,32.7,23.2,27.9,3.5,5.52,17.76,2.3,83.0,17.9
SITE028,2023-06-26,2023,27.9,25.7,26.8,1.0,2.6,17.75,2.4,72.0,16.8
SITE028,2023-06-27,2023,30.1,22.0,26.0,2.3,4.9,17.75,2.5,63.0,16.0
SITE028,2023-06-28,2023,30.8,20.6,25.7,5.8,5.44,17.74,3.0,82.0,15.7
SITE028,2023-06-29,2023,31.7,19.1,25.4,3.4,6.0,17.73,1.5,64.0,15.4
SITE028,2023-06-30,2023,32.7,21.0,26.9,2.8,5.97,17.71,3.5,87.0,16.9
SITE028,2023-07-01,2023,34.1,20.6,27.3,2.4,6.46,17.7,3.0,57.0,17.3
SITE028,2023-07-02,2023,33.2,18.7,26.0,2.9,6.48,17.69,1.9,72.0,16.0
SITE028,2023-07-03,2023,40.3,22.4,31.4,0.8,8.1,17.67,2.7,87.0,21.4
SITE028,2023-07-04,2023,37.8,20.4,29.1,15.3,7.61,17.65,2.2,57.0,19.1
SITE028,2023-07-05,2023,38.3,20.2,29.2,0.1,7.78,17.63,1.8,81.0,19.2
SITE028,2023-07-06,2023,35.7,23.1,29.4,8.3,6.5,17.62,1.5,61.0,19.4
SITE028,2023-07-07,2023,34.9,18.3,26.6,1.3,7.02,17.59,2.9,78.0,16.6
SITE028,2023-07-08,2023,30.8,13.4,22.1,3.9,6.45,17.57,2.8,80.0,12.1
SITE028,2023-07-09,2023,30.5,16.6,23.5,0.0,5.96,25.71,2.0,64.0,13.5
SITE028,2023-07-10,2023,28.1,16.7,22.4,0.0,5.24,25.67,2.8,70.0,12.4
SITE028,2023-07-11,2023,30.6,18.8,24.7,0.0,5.62,25.63,4.4,49.0,14.7
SITE028,2023-07-12,2023,32.2,20.8,26.5,0.0,5.76,25.6,2.7,57.0,16.5
SITE028,2023-07-13,2023,33.0,22.7,27.8,2.5,5.65,17.45,1.9,80.0,17.8
SITE028,2023-07-14,2023,29.4,22.8,26.1,0.0,4.32,25.51,1.9,70.0,16.1
SITE028,2023-07-15,2023,29.9,16.4,23.1,3.9,5.77,17.39,2.7,57.0,13.1
SITE028,2023-07-16,2023,31.1,16.5,23.8,2.2,6.07,17.36,2.3,62.0,13.8
SITE028,2023-07-17,2023,30.9,19.5,25.2,0.5,5.54,17.32,2.5,68.0,15.2
SITE028,2023-07-18,2023,29.5,18.5,24.0,0.0,5.29,25.32,2.0,79.0,14.0
SITE028,2023-07-19,2023,31.1,19.7,25.4,6.5,5.53,17.25,4.1,69.0,15.4
SITE028,2023-07-20,2023,36.5,20.9,28.7,4.9,6.96,17.22,3.2,59.0,18.7
SITE028,2023-07-21,2023,30.4,21.8,26.1,1.2,4.86,17.18,1.8,80.0,16.1
SITE028,2023-07-22,2023,30.5,22.6,26.5,0.5,4.72,17.14,2.0,78.0,16.5
SITE028,2023-07-23,2023,27.9,21.1,24.5,2.0,4.16,17.1,2.3,57.0,14.5
SITE028,2023-07-24,2023,29.5,17.9,23.7,3.0,5.32,17.06,2.0,73.0,13.7
SITE028,2023-07-25,2023,25.6,19.1,22.3,0.9,3.83,17.02,4.0,70.0,12.3
SITE028,2023-07-26,2023,31.0,22.8,26.9,4.6,4.78,16.97,1.5,55.0,16.9
SITE028,2023-07-27,2023,34.1,23.5,28.8,5.0,5.66,16.93,2.8,79.0,18.8
SITE028,2023-07-28,2023,30.4,19.7,25.1,2.7,5.22,16.88,2.1,72.0,15.1
SITE028,2023-07-29,2023,28.8,24.4,26.6,0.2,3.47,16.84,3.0,77.0,16.6
SITE028,2023-07-30,2023,28.0,20.3,24.2,12.0,4.31,16.79,2.1,90.0,14.2
SITE028,2023-07-31,2023,27.6,22.3,25.0,3.1,3.61,16.74,3.5,70.0,15.0
SITE028,2023-08-01,2023,28.7,20.4,24.5,0.1,4.47,16.69,2.3,68.0,14.5
SITE028,2023-08-02,2023,27.5,21.7,24.6,4.6,3.73,16.64,1.8,59.0,14.6
SITE028,2023-08-03,2023,30.7,18.2,24.5,0.6,5.45,16.58,2.0,60.0,14.5
SITE028,2023-08-04,2023,32.7,19.7,26.2,3.5,5.78,16.53,3.0,74.0,16.2
SITE028,2023-08-05,2023,33.4,23.0,28.2,0.1,5.38,16.47,3.5,74.0,18.2
SITE028,2023-08-06,2023,32.6,23.0,27.8,2.8,5.12,16.42,3.9,88.0,17.8
SITE028,2023-08-07,2023,32.5,17.0,24.7,0.0,6.02,23.96,2.1,69.0,14.7
SITE028,2023-08-08,2023,34.3,21.0,27.7,8.4,5.96,16.3,1.7,91.0,17.7
SITE028,2023-08-09,2023,32.7,21.5,27.1,0.4,5.38,16.24,3.1,84.0,17.1
SITE028,2023-08-10,2023,29.1,19.5,24.3,9.0,4.67,16.18,2.1,80.0,14.3
SITE028,2023-08-11,2023,30.0,18.7,24.3,2.0,5.02,16.12,2.7,76.0,14.3
SITE028,2023-08-12,2023,36.6,19.3,27.9,2.9,6.74,16.05,2.9,81.0,17.9
SITE028,2023-08-13,2023,36.0,20.3,28.2,3.7,6.41,15.99,2.5,48.0,18.2
SITE028,2023-08-14,2023,30.3,19.5,24.9,5.0,4.91,15.92,2.3,83.0,14.9
SITE028,2023-08-15,2023,31.5,21.3,26.4,1.1,4.95,15.85,2.4,83.0,16.4
SITE028,2023-08-16,2023,30.4,18.9,24.7,2.4,5.01,15.79,3.2,90.0,14.7
SITE028,2023-08-17,2023,32.4,19.9,26.1,1.9,5.37,15.72,3.0,58.0,16.1
SITE028,2023-08-18,2023,35.5,17.6,26.5,7.0,6.48,15.65,4.1,79.0,16.5
SITE028,2023-08-19,2023,34.4,16.5,25.5,0.6,6.28,15.57,2.7,45.0,15.5
SITE028,2023-08-20,2023,35.8,18.3,27.1,3.4,6.4,15.5,1.6,65.0,17.1
SITE028,2023-08-21,2023,30.0,20.5,25.3,4.2,4.5,15.43,2.5,74.0,15.3
SITE028,2023-08-22,2023,27.9,21.3,24.6,2.5,3.71,15.35,1.8,92.0,14.6
SITE028,2023-08-23,2023,32.9,20.9,26.9,0.0,5.22,22.38,2.0,47.0,16.9
SITE028,2023-08-24,2023,32.3,18.2,25.3,0.0,5.43,22.26,2.7,73.0,15.3
SITE028,2023-08-25,2023,29.0,23.7,26.4,7.3,3.4,15.12,2.4,77.0,16.4
SITE028,2023-08-26,2023,28.2,22.8,25.5,4.1,3.35,15.04,1.6,90.0,15.5
SITE028,2023-08-27,2023,29.5,25.5,27.5,2.6,2.99,14.96,2.1,57.0,17.5
SITE028,2023-08-28,2023,30.3,19.5,24.9,3.2,4.61,14.88,3.3,47.0,14.9
SITE028,2023-08-29,2023,25.7,19.1,22.4,0.0,3.36,21.68,2.0,53.0,12.4
SITE028,2023-08-30,2023,27.5,15.0,21.2,6.5,4.47,14.72,2.7,71.0,11.2
SITE028,2023-08-31,2023,30.3,20.5,25.4,0.3,4.34,14.63,4.1,75.0,15.4
SITE028,2023-09-01,2023,31.6,19.4,25.5,0.9,4.86,14.55,2.6,73.0,15.5
SITE028,2023-09-02,2023,28.5,15.4,22.0,0.0,4.59,14.46,2.1,75.0,12.0
SITE028,2023-09-03,2023,31.5,16.5,24.0,1.5,5.12,14.38,1.5,72.0,14.0
SITE028,2023-09-04,2023,31.9,20.1,26.0,6.4,4.73,14.29,2.0,81.0,16.0
SITE028,2023-09-05,2023,35.4,18.3,26.8,0.0,5.78,20.8,3.7,53.0,16.8
SITE028,2023-09-06,2023,34.7,14.7,24.7,0.0,5.91,20.67,2.3,62.0,14.7
SITE028,2023-09-07,2023,32.8,16.4,24.6,0.0,5.32,20.54,2.0,72.0,14.6
SITE028,2023-09-08,2023,27.9,20.3,24.1,0.0,3.54,20.41,2.9,46.0,14.1
SITE028,2023-09-09,2023,25.6,20.2,22.9,0.0,2.9,20.27,2.5,65.0,12.9
SITE028,2023-09-10,2023,24.0,18.0,21.0,3.3,2.87,13.75,2.1,84.0,11.0
SITE028,2023-09-11,2023,26.1,17.7,21.9,3.6,3.45,13.65,1.2,74.0,11.9
SITE028,2023-09-12,2023,26.9,15.6,21.2,0.6,3.92,13.56,2.0,69.0,11.2
SITE028,2023-09-13,2023,24.5,19.1,21.8,2.7,2.72,13.47,1.5,65.0,11.8
SITE028,2023-09-14,2023,25.2,15.1,20.1,1.8,3.56,13.37,3.0,65.0,10.1
SITE028,2023-09-15,2023,29.6,18.7,24.2,4.3,4.06,13.28,3.1,74.0,14.2
SITE028,2023-09-16,2023,33.5,15.1,24.3,0.1,5.24,13.18,2.7,65.0,14.3
SITE028,2023-09-17,2023,31.4,20.6,26.0,1.3,4.16,13.09,3.5,80.0,16.0
SITE028,2023-09-18,2023,31.2,17.9,24.5,9.4,4.43,12.99,1.7,83.0,14.5
SITE028,2023-09-19,2023,30.0,17.9,24.0,8.7,4.14,12.89,2.5,60.0,14.0
SITE028,2023-09-20,2023,24.3,20.3,22.3,1.1,2.27,12.79,3.2,74.0,12.3
SITE028,2023-09-21,2023,25.4,13.8,19.6,2.9,3.57,12.7,2.8,65.0,9.6
SITE028,2023-09-22,2023,29.3,12.0,20.7,0.2,4.43,12.6,2.2,72.0,10.7
SITE028,2023-09-23,2023,30.3,18.8,24.6,7.5,3.96,12.5,1.4,68.0,14.6
SITE028,2023-09-24,2023,29.8,20.9,25.4,7.3,3.5,12.4,2.1,60.0,15.4
SITE028,2023-09-25,2023,29.9,16.7,23.3,1.4,4.04,12.3,4.1,71.0,13.3
SITE028,2023-09-26,2023,32.2,17.3,24.7,1.8,4.41,12.2,3.8,77.0,14.7
SITE028,2023-09-27,2023,38.5,17.7,28.1,3.2,5.58,12.1,2.7,72.0,18.1
SITE028,2023-09-28,2023,31.5,20.9,26.2,2.2,3.78,12.0,3.2,66.0,16.2
SITE028,2023-09-29,2023,31.5,23.9,27.7,2.6,3.29,11.9,2.7,69.0,17.7
SITE028,2023-09-30,2023,27.7,18.9,23.3,2.1,3.16,11.8,2.3,66.0,13.3
SITE028,2023-10-01,2023,30.5,14.9,22.7,3.5,4.13,11.7,2.1,62.0,12.7
SITE028,2023-10-02,2023,32.5,16.1,24.3,1.5,4.36,11.6,2.8,68.0,14.3
SITE028,2023-10-03,2023,32.3,16.2,24.2,1.5,4.27,11.5,2.3,80.0,14.2
SITE028,2023-10-04,2023,34.8,15.8,25.3,1.6,4.73,11.4,2.0,69.0,15.3
SITE028,2023-10-05,2023,31.3,15.8,23.6,0.5,4.06,11.3,1.5,77.0,13.6
SITE028,2023-10-06,2023,29.3,15.7,22.5,1.1,3.67,11.2,4.5,76.0,12.5
SITE028,2023-10-07,2023,27.1,18.2,22.6,0.3,2.95,11.1,1.3,68.0,12.6
SITE028,2023-10-08,2023,24.4,13.0,18.7,5.6,2.99,11.01,2.7,67.0,8.7
SITE028,2023-10-09,2023,27.4,11.8,19.6,2.7,3.55,10.91,2.0,52.0,9.6
SITE028,2023-10-10,2023,27.2,15.0,21.1,0.2,3.24,10.81,1.7,55.0,11.1
SITE028,2023-10-11,2023,33.2,15.0,24.1,0.0,4.21,15.69,2.2,57.0,14.1
SITE028,2023-10-12,2023,26.6,15.0,20.8,3.1,3.07,10.61,2.1,77.0,10.8
SITE028,2023-10-13,2023,29.5,13.9,21.7,0.6,3.61,10.51,3.2,59.0,11.7
SITE028,2023-10-14,2023,28.7,16.6,22.6,10.8,3.23,10.42,2.0,76.0,12.6
SITE028,2023-10-15,2023,31.1,17.0,24.0,9.7,3.57,10.32,1.9,70.0,14.0
SITE028,2023-10-16,2023,32.0,18.0,25.0,1.1,3.6,10.23,2.3,63.0,15.0
SITE028,2023-10-17,2023,29.6,16.6,23.1,0.0,3.29,14.84,2.3,56.0,13.1
SITE028,2023-10-18,2023,23.9,16.6,20.3,0.0,2.28,14.7,2.3,63.0,10.3
SITE028,2023-10-19,2023,29.6,15.0,22.3,0.0,3.36,14.56,3.6,79.0,12.3
SITE028,2023-10-20,2023,29.3,14.6,21.9,1.5,3.3,9.85,1.6,68.0,11.9
SITE028,2023-10-21,2023,28.0,12.5,20.3,2.0,3.21,9.76,2.6,85.0,10.3
SITE028,2023-10-22,2023,25.9,12.2,19.0,0.3,2.9,9.66,4.1,80.0,9.0
SITE028,2023-10-23,2023,26.6,16.3,21.4,0.9,2.66,9.57,2.7,86.0,11.4
SITE028,2023-10-24,2023,26.7,14.6,20.6,1.1,2.79,9.48,2.7,86.0,10.6
SITE028,2023-10-25,2023,23.7,17.8,20.7,2.0,1.95,9.39,2.5,74.0,10.7
SITE028,2023-10-26,2023,24.9,17.9,21.4,0.0,2.13,13.63,3.1,41.0,11.4
SITE028,2023-10-27,2023,32.8,19.3,26.0,0.0,3.28,13.5,2.5,66.0,16.0
SITE028,2023-10-28,2023,27.7,14.4,21.1,0.8,2.85,9.13,1.7,64.0,11.1
SITE028,2023-10-29,2023,27.2,16.6,21.9,3.1,2.58,9.05,4.4,65.0,11.9
SITE028,2023-10-30,2023,25.9,20.7,23.3,0.1,1.84,8.96,2.4,59.0,13.3
SITE028,2023-10-31,2023,31.9,17.8,24.8,0.6,3.13,8.88,3.9,71.0,14.8
SITE028,2023-11-01,2023,22.4,12.1,17.3,3.2,2.18,8.8,2.3,66.0,7.3
SITE028,2023-11-02,2023,19.1,8.7,13.9,0.2,1.97,8.72,2.7,71.0,3.9
SITE028,2023-11-03,2023,27.8,8.0,17.9,1.3,3.02,8.64,2.2,68.0,7.9
SITE028,2023-11-04,2023,27.9,12.3,20.1,0.8,2.82,8.56,1.7,67.0,10.1
SITE028,2023-11-05,2023,26.3,17.5,21.9,4.2,2.21,8.48,2.8,65.0,11.9
SITE028,2023-11-06,2023,28.6,19.0,23.8,0.2,2.39,8.4,2.3,88.0,13.8
SITE028,2023-11-07,2023,26.1,13.6,19.8,0.5,2.44,8.33,2.9,84.0,9.8
SITE028,2023-11-08,2023,28.1,12.3,20.2,4.1,2.74,8.26,4.0,66.0,10.2
SITE028,2023-11-09,2023,25.0,11.1,18.1,0.8,2.41,8.18,1.8,58.0,8.1
SITE028,2023-11-10,2023,23.2,11.9,17.5,0.4,2.12,8.11,2.3,80.0,7.5
SITE028,2023-11-11,2023,25.3,13.2,19.2,0.0,2.28,11.78,3.0,52.0,9.2
SITE028,2023-11-12,2023,22.2,14.2,18.2,8.8,1.79,7.98,2.9,63.0,8.2
SITE028,2023-11-13,2023,26.0,15.2,20.6,0.0,2.21,7.91,3.4,76.0,10.6
SITE028,2023-11-14,2023,29.2,9.0,19.1,0.0,2.86,11.49,1.6,55.0,9.1
SITE028,2023-11-15,2023,29.2,10.9,20.0,0.1,2.78,7.78,2.8,81.0,10.0
SITE028,2023-11-16,2023,31.5,9.2,20.3,0.5,3.06,7.72,2.4,63.0,10.3
SITE028,2023-11-17,2023,32.5,9.8,21.2,0.5,3.13,7.66,2.8,69.0,11.2
SITE028,2023-11-18,2023,30.8,12.9,21.9,0.1,2.81,7.6,1.7,81.0,11.9
SITE028,2023-11-19,2023,28.9,14.6,21.7,0.0,2.49,7.54,4.1,83.0,11.7
SITE028,2023-11-20,2023,29.2,12.2,20.7,4.6,2.62,7.49,1.9,70.0,10.7
SITE028,2023-11-21,2023,29.0,15.6,22.3,4.5,2.4,7.43,1.7,59.0,12.3
SITE028,2023-11-22,2023,21.6,12.5,17.1,1.3,1.71,7.38,1.5,68.0,7.1
SITE028,2023-11-23,2023,21.0,13.3,17.2,0.0,1.56,10.74,3.0,61.0,7.2
SITE028,2023-11-24,2023,16.9,8.5,12.7,0.0,1.42,10.67,1.8,63.0,2.7
SITE028,2023-11-25,2023,26.2,12.4,19.3,3.7,2.19,7.24,3.0,70.0,9.3
SITE028,2023-11-26,2023,24.0,9.8,16.9,1.2,2.07,7.19,1.8,75.0,6.9
SITE028,2023-11-27,2023,24.5,15.3,19.9,1.3,1.8,7.15,2.0,61.0,9.9
SITE028,2023-11-28,2023,25.8,13.3,19.5,2.5,2.07,7.1,2.1,63.0,9.5
SITE028,2023-11-29,2023,22.2,15.0,18.6,5.2,1.52,7.06,2.8,56.0,8.6
SITE028,2023-11-30,2023,23.0,16.5,19.7,0.3,1.49,7.03,2.1,64.0,9.7
SITE028,2023-12-01,2023,19.4,8.2,13.8,1.6,1.63,6.99,1.8,63.0,3.8
SITE028,2023-12-02,2023,23.3,10.4,16.9,0.4,1.91,6.95,4.3,78.0,6.9
SITE028,2023-12-03,2023,22.0,9.5,15.8,2.4,1.81,6.92,1.3,76.0,5.8
SITE028,2023-12-04,2023,23.3,10.5,16.9,3.2,1.89,6.89,2.2,67.0,6.9
SITE028,2023-12-05,2023,17.9,12.0,15.0,0.1,1.21,6.86,2.1,79.0,5.0
SITE028,2023-12-06,2023,17.1,13.4,15.3,0.1,0.96,6.83,1.8,67.0,5.3
SITE028,2023-12-07,2023,18.2,9.6,13.9,0.1,1.39,6.81,2.7,53.0,3.9
SITE028,2023-12-08,2023,23.2,5.9,14.6,1.7,2.01,6.78,1.9,83.0,4.6
SITE028,2023-12-09,2023,20.0,2.9,11.4,2.9,1.8,6.76,2.1,63.0,1.4
SITE028,2023-12-10,2023,22.3,10.5,16.4,3.1,1.74,6.74,2.5,75.0,6.4
SITE028,2023-12-11,2023,23.3,11.4,17.4,0.0,1.8,9.85,2.0,60.0,7.4
SITE028,2023-12-12,2023,21.4,7.5,14.5,1.2,1.78,6.71,2.5,55.0,4.5
SITE028,2023-12-13,2023,19.0,5.2,12.1,0.0,1.64,9.8,2.5,53.0,2.1
SITE028,2023-12-14,2023,23.4,10.2,16.8,6.4,1.85,6.68,3.3,55.0,6.8
SITE028,2023-12-15,2023,24.0,11.6,17.8,2.9,1.84,6.67,2.6,74.0,7.8
SITE028,2023-12-16,2023,24.5,11.3,17.9,1.7,1.9,6.66,3.2,77.0,7.9
SITE028,2023-12-17,2023,23.0,10.8,16.9,4.6,1.77,6.65,2.5,66.0,6.9
SITE028,2023-12-18,2023,25.7,8.5,17.1,8.7,2.12,6.65,3.8,64.0,7.1
SITE028,2023-12-19,2023,24.5,9.5,17.0,5.8,1.97,6.64,2.7,68.0,7.0
SITE028,2023-12-20,2023,22.6,12.1,17.3,0.1,1.67,6.64,2.5,60.0,7.3
SITE028,2023-12-21,2023,20.3,14.5,17.4,4.4,1.24,6.64,1.8,79.0,7.4
SITE028,2023-12-22,2023,19.7,15.3,17.5,0.3,1.09,6.65,3.1,60.0,7.5
SITE028,2023-12-23,2023,18.2,14.0,16.1,3.2,1.01,6.65,2.2,58.0,6.1
SITE028,2023-12-24,2023,20.1,9.5,14.8,1.7,1.55,6.66,1.8,79.0,4.8
SITE028,2023-12-25,2023,20.7,13.2,16.9,0.0,1.4,9.76,2.4,82.0,6.9
SITE028,2023-12-26,2023,19.8,7.5,13.6,0.0,1.62,9.78,2.1,57.0,3.6
SITE028,2023-12-27,2023,22.6,6.6,14.6,0.2,1.91,6.69,3.6,59.0,4.6
SITE028,2023-12-28,2023,20.3,10.8,15.6,1.2,1.52,6.7,1.5,75.0,5.6
SITE028,2023-12-29,2023,20.6,10.9,15.8,0.0,1.55,6.72,3.2,77.0,5.8
SITE028,2023-12-30,2023,28.6,7.9,18.2,6.3,2.43,6.74,1.9,66.0,8.2
SITE028,2023-12-31,2023,24.0,8.3,16.1,0.0,2.0,6.75,2.1,75.0,6.1
SITE028,2024-01-01,2024,22.2,5.9,14.0,0.8,1.91,6.78,2.0,85.0,4.0
SITE028,2024-01-02,2024,19.6,7.3,13.4,0.0,1.64,9.96,2.5,53.0,3.4
SITE028,2024-01-03,2024,22.2,7.9,15.0,0.0,1.87,10.0,2.5,55.0,5.0
SITE028,2024-01-04,2024,22.7,7.4,15.0,0.0,1.94,10.04,2.7,69.0,5.0
SITE028,2024-01-05,2024,26.2,8.5,17.3,0.0,2.24,10.08,1.6,61.0,7.3
SITE028,2024-01-06,2024,21.0,7.1,14.1,0.0,1.81,10.12,1.3,62.0,4.1
SITE028,2024-01-07,2024,20.3,11.8,16.0,0.0,1.51,10.17,4.3,47.0,6.0
SITE028,2024-01-08,2024,15.0,11.7,13.4,0.0,0.88,10.22,4.2,55.0,3.4
SITE028,2024-01-09,2024,23.4,12.8,18.1,0.0,1.81,10.28,2.8,49.0,8.1
SITE028,2024-01-10,2024,25.8,11.7,18.7,0.0,2.13,10.33,2.3,45.0,8.7
SITE028,2024-01-11,2024,24.8,3.6,14.2,0.0,2.31,10.39,2.7,46.0,4.2
SITE028,2024-01-12,2024,24.7,12.6,18.7,0.5,2.0,7.14,2.6,71.0,8.7
SITE028,2024-01-13,2024,26.9,11.8,19.3,0.0,2.29,10.52,3.0,65.0,9.3
SITE028,2024-01-14,2024,25.5,15.2,20.4,0.6,1.95,7.22,2.2,74.0,10.4
SITE028,2024-01-15,2024,27.8,7.9,17.8,0.0,2.55,10.65,2.6,47.0,7.8
SITE028,2024-01-16,2024,26.5,10.3,18.4,0.7,2.35,7.32,2.4,53.0,8.4
SITE028,2024-01-17,2024,22.0,9.7,15.8,0.0,1.91,10.8,3.6,61.0,5.8
SITE028,2024-01-18,2024,27.2,14.0,20.6,0.0,2.28,10.87,2.7,69.0,10.6
SITE028,2024-01-19,2024,17.4,12.2,14.8,0.7,1.22,7.48,4.3,72.0,4.8
SITE028,2024-01-20,2024,26.1,8.7,17.4,4.0,2.44,7.53,2.0,77.0,7.4
SITE028,2024-01-21,2024,25.4,11.2,18.3,1.9,2.27,7.59,2.6,65.0,8.3
SITE028,2024-01-22,2024,27.2,14.7,20.9,0.0,2.3,11.2,1.6,64.0,10.9
SITE028,2024-01-23,2024,23.0,8.7,15.8,0.0,2.16,11.29,2.0,72.0,5.8
SITE028,2024-01-24,2024,21.1,11.1,16.1,0.5,1.84,7.77,1.1,55.0,6.1
SITE028,2024-01-25,2024,22.8,11.4,17.1,0.0,2.03,11.48,3.2,61.0,7.1
SITE028,2024-01-26,2024,23.2,14.2,18.7,0.0,1.9,11.57,3.0,58.0,8.7
SITE028,2024-01-27,2024,21.0,14.1,17.5,3.9,1.63,7.97,1.7,79.0,7.5
SITE028,2024-01-28,2024,23.6,12.5,18.0,1.9,2.11,8.03,4.6,73.0,8.0
SITE028,2024-01-29,2024,23.0,11.8,17.4,7.7,2.11,8.1,2.8,63.0,7.4
SITE028,2024-01-30,2024,17.9,12.4,15.2,3.3,1.39,8.17,3.0,67.0,5.2
SITE028,2024-01-31,2024,19.4,10.0,14.7,1.0,1.8,8.25,3.7,84.0,4.7
SITE028,2024-02-01,2024,24.3,9.4,16.9,0.0,2.45,8.32,1.7,68.0,6.9
SITE028,2024-02-02,2024,23.0,9.8,16.4,0.0,2.3,12.3,3.7,56.0,6.4
SITE028,2024-02-03,2024,20.3,11.8,16.1,1.2,1.85,8.47,2.9,62.0,6.1
SITE028,2024-02-04,2024,22.1,9.7,15.9,0.0,2.23,12.52,2.9,39.0,5.9
SITE028,2024-02-05,2024,22.6,5.4,14.0,6.0,2.5,8.63,3.2,59.0,4.0
SITE028,2024-02-06,2024,20.0,6.1,13.0,6.6,2.2,8.71,2.9,87.0,3.0
SITE028,2024-02-07,2024,20.3,9.6,15.0,3.1,2.08,8.79,2.9,69.0,5.0
