country_fa,year,flood_events,drought_events,storm_events,extreme_temp_events,earthquake_events,total_events,deaths_total,affected_M,source,confidence
قزاقستان,2010,1,1,1,0,2,5,208,2.29,EM-DAT بازسازی آماری,D
قزاقستان,2011,3,0,0,1,1,5,92,0.01,EM-DAT بازسازی آماری,D
قزاقستان,2012,1,0,0,0,0,1,2,0.06,EM-DAT بازسازی آماری,D
قزاقستان,2013,2,1,1,3,0,7,35,1.65,EM-DAT بازسازی آماری,D
قزاقستان,2014,1,0,1,1,2,5,313,0.17,EM-DAT بازسازی آماری,D
قزاقستان,2015,3,0,0,1,0,4,18,0.17,EM-DAT بازسازی آماری,D
قزاقستان,2016,0,1,4,0,0,5,9,2.52,EM-DAT بازسازی آماری,D
قزاقستان,2017,0,1,1,1,0,3,16,5.26,EM-DAT بازسازی آماری,D
قزاقستان,2018,0,1,0,1,1,3,75,0.98,EM-DAT بازسازی آماری,D
قزاقستان,2019,3,1,2,0,0,6,30,6.43,EM-DAT بازسازی آماری,D
قزاقستان,2020,0,1,0,1,0,2,36,0.24,EM-DAT بازسازی آماری,D
قزاقستان,2021,1,1,0,2,0,4,36,0.24,EM-DAT بازسازی آماری,D
قزاقستان,2022,1,0,3,0,1,5,37,0.14,EM-DAT بازسازی آماری,D
قزاقستان,2023,3,1,2,0,0,6,46,0.67,EM-DAT بازسازی آماری,D
قزاقستان,2024,3,0,1,3,0,7,38,0.08,EM-DAT بازسازی آماری,D
ازبکستان,1991,1,0,2,1,0,4,24,0.25,EM-DAT بازسازی آماری,D
ازبکستان,1992,1,1,2,0,0,4,30,2.86,EM-DAT بازسازی آماری,D
ازبکستان,1993,2,1,0,0,1,4,155,3.38,EM-DAT بازسازی آماری,D
ازبکستان,1994,1,0,1,2,0,4,49,0.12,EM-DAT بازسازی آماری,D
ازبکستان,1995,0,0,1,0,0,1,1,0.03,EM-DAT بازسازی آماری,D
ازبکستان,1996,2,0,1,1,0,4,36,0.22,EM-DAT بازسازی آماری,D
ازبکستان,1997,2,1,0,0,1,4,238,2.14,EM-DAT بازسازی آماری,D
ازبکستان,1998,0,0,1,1,1,3,100,0.03,EM-DAT بازسازی آماری,D
ازبکستان,1999,1,0,0,0,0,1,2,0.02,EM-DAT بازسازی آماری,D
ازبکستان,2000,1,0,0,0,1,2,17,0.04,EM-DAT بازسازی آماری,D
ازبکستان,2001,0,0,0,1,1,2,231,0.0,EM-DAT بازسازی آماری,D
ازبکستان,2002,0,0,2,0,0,2,21,0.04,EM-DAT بازسازی آماری,D
ازبکستان,2003,1,1,0,1,0,3,17,1.9,EM-DAT بازسازی آماری,D
ازبکستان,2004,3,0,0,0,0,3,22,0.01,EM-DAT بازسازی آماری,D
ازبکستان,2005,2,0,0,0,0,2,15,0.12,EM-DAT بازسازی آماری,D
ازبکستان,2006,1,0,0,1,1,3,156,0.03,EM-DAT بازسازی آماری,D
ازبکستان,2007,6,1,2,2,1,12,206,0.67,EM-DAT بازسازی آماری,D
ازبکستان,2008,3,0,0,1,1,5,50,0.16,EM-DAT بازسازی آماری,D
ازبکستان,2009,0,1,0,1,2,4,25,2.69,EM-DAT بازسازی آماری,D
ازبکستان,2010,1,1,1,0,0,3,9,2.79,EM-DAT بازسازی آماری,D
ازبکستان,2011,0,1,1,0,0,2,4,0.88,EM-DAT بازسازی آماری,D
ازبکستان,2012,0,0,1,0,0,1,25,0.07,EM-DAT بازسازی آماری,D
ازبکستان,2013,2,0,3,0,1,6,117,0.22,EM-DAT بازسازی آماری,D
ازبکستان,2014,2,1,0,0,0,3,3,3.84,EM-DAT بازسازی آماری,D
ازبکستان,2015,0,1,1,0,2,4,248,2.07,EM-DAT بازسازی آماری,D
ازبکستان,2016,0,1,2,3,1,7,174,0.15,EM-DAT بازسازی آماری,D
ازبکستان,2017,3,0,0,1,1,5,75,0.22,EM-DAT بازسازی آماری,D
ازبکستان,2018,0,0,1,0,1,2,56,0.01,EM-DAT بازسازی آماری,D
ازبکستان,2019,1,1,0,0,2,4,87,0.92,EM-DAT بازسازی آماری,D
ازبکستان,2020,1,0,0,0,1,2,28,0.03,EM-DAT بازسازی آماری,D
ازبکستان,2021,3,0,0,1,0,4,26,0.16,EM-DAT بازسازی آماری,D
ازبکستان,2022,1,0,1,1,0,3,54,0.07,EM-DAT بازسازی آماری,D
ازبکستان,2023,1,0,1,1,2,5,189,0.17,EM-DAT بازسازی آماری,D
ازبکستان,2024,1,1,0,0,3,5,180,1.27,EM-DAT بازسازی آماری,D
ترکمنستان,1991,1,0,0,0,0,1,7,0.01,EM-DAT بازسازی آماری,D
ترکمنستان,1992,0,1,0,1,0,2,21,0.15,EM-DAT بازسازی آماری,D
ترکمنستان,1993,1,0,0,1,0,2,10,0.01,EM-DAT بازسازی آماری,D
ترکمنستان,1994,2,0,0,0,0,2,11,0.07,EM-DAT بازسازی آماری,D
ترکمنستان,1995,1,0,1,1,0,3,23,0.03,EM-DAT بازسازی آماری,D
ترکمنستان,1996,1,0,0,0,0,1,6,0.03,EM-DAT بازسازی آماری,D
ترکمنستان,1997,1,0,1,1,1,4,199,0.02,EM-DAT بازسازی آماری,D
ترکمنستان,1998,1,0,1,0,0,2,19,0.07,EM-DAT بازسازی آماری,D
ترکمنستان,1999,0,1,0,0,0,1,0,0.23,EM-DAT بازسازی آماری,D
ترکمنستان,2000,0,0,0,0,0,0,2,0.0,EM-DAT بازسازی آماری,D
ترکمنستان,2001,0,0,2,3,0,5,79,0.13,EM-DAT بازسازی آماری,D
ترکمنستان,2002,0,0,0,0,0,0,0,0.0,EM-DAT بازسازی آماری,D
ترکمنستان,2003,3,0,1,0,1,5,109,0.05,EM-DAT بازسازی آماری,D
ترکمنستان,2004,0,0,1,1,1,3,81,0.03,EM-DAT بازسازی آماری,D
ترکمنستان,2005,1,1,0,0,0,2,2,2.44,EM-DAT بازسازی آماری,D
ترکمنستان,2006,1,1,0,1,0,3,9,0.97,EM-DAT بازسازی آماری,D
ترکمنستان,2007,0,0,0,1,0,1,18,0.0,EM-DAT بازسازی آماری,D
ترکمنستان,2008,0,0,1,0,1,2,22,0.04,EM-DAT بازسازی آماری,D
ترکمنستان,2009,2,0,2,1,0,5,59,0.29,EM-DAT بازسازی آماری,D
ترکمنستان,2010,1,1,0,0,0,2,6,2.07,EM-DAT بازسازی آماری,D
ترکمنستان,2011,0,1,0,0,2,3,478,0.2,EM-DAT بازسازی آماری,D
ترکمنستان,2012,0,1,0,0,1,2,62,0.85,EM-DAT بازسازی آماری,D
ترکمنستان,2013,2,0,1,1,0,4,38,0.14,EM-DAT بازسازی آماری,D
ترکمنستان,2014,1,0,0,0,1,2,12,0.01,EM-DAT بازسازی آماری,D
ترکمنستان,2015,0,0,1,1,3,5,420,0.13,EM-DAT بازسازی آماری,D
ترکمنستان,2016,0,0,0,0,1,1,121,0.0,EM-DAT بازسازی آماری,D
ترکمنستان,2017,0,0,0,0,1,1,56,0.0,EM-DAT بازسازی آماری,D
ترکمنستان,2018,3,1,0,1,0,5,12,3.03,EM-DAT بازسازی آماری,D
ترکمنستان,2019,1,0,0,1,0,2,21,0.06,EM-DAT بازسازی آماری,D
ترکمنستان,2020,2,0,0,1,2,5,95,0.0,EM-DAT بازسازی آماری,D
ترکمنستان,2021,1,1,0,0,2,4,113,2.35,EM-DAT بازسازی آماری,D
ترکمنستان,2022,0,0,0,1,0,1,10,0.0,EM-DAT بازسازی آماری,D
ترکمنستان,2023,0,0,1,1,2,4,81,0.01,EM-DAT بازسازی آماری,D
ترکمنستان,2024,0,0,1,3,0,4,7,0.12,EM-DAT بازسازی آماری,D
افغانستان,1991,2,0,2,1,3,8,130,0.08,EM-DAT بازسازی آماری,D
افغانستان,1992,1,0,1,1,6,9,544,0.2,EM-DAT بازسازی آماری,D
افغانستان,1993,1,1,0,1,3,6,87,6.16,EM-DAT بازسازی آماری,D
افغانستان,1994,0,1,1,0,5,7,367,0.1,EM-DAT بازسازی آماری,D
افغانستان,1995,3,0,0,0,3,6,120,0.2,EM-DAT بازسازی آماری,D
افغانستان,1996,6,1,1,1,2,11,935,0.66,EM-DAT بازسازی آماری,D
افغانستان,1997,1,1,1,0,5,8,447,5.1,EM-DAT بازسازی آماری,D
افغانستان,1998,5,0,3,0,1,9,166,0.59,EM-DAT بازسازی آماری,D
افغانستان,1999,2,0,1,1,4,8,916,0.1,EM-DAT بازسازی آماری,D
افغانستان,2000,5,0,2,1,3,11,510,1.65,EM-DAT بازسازی آماری,D
افغانستان,2001,3,0,0,0,2,5,227,0.25,EM-DAT بازسازی آماری,D
افغانستان,2002,1,0,2,1,8,12,391,0.34,EM-DAT بازسازی آماری,D
افغانستان,2003,0,1,3,1,4,9,229,1.08,EM-DAT بازسازی آماری,D
افغانستان,2004,0,0,0,0,7,7,194,0.0,EM-DAT بازسازی آماری,D
افغانستان,2005,1,0,1,2,1,5,148,0.16,EM-DAT بازسازی آماری,D
افغانستان,2006,4,0,0,1,0,5,162,0.68,EM-DAT بازسازی آماری,D
افغانستان,2007,3,0,0,0,2,5,416,0.71,EM-DAT بازسازی آماری,D
افغانستان,2008,3,1,2,0,2,8,485,17.38,EM-DAT بازسازی آماری,D
افغانستان,2009,3,0,0,0,3,6,1156,0.2,EM-DAT بازسازی آماری,D
افغانستان,2010,1,0,0,3,2,6,249,0.09,EM-DAT بازسازی آماری,D
افغانستان,2011,1,0,0,0,5,6,457,0.05,EM-DAT بازسازی آماری,D
افغانستان,2012,3,1,0,1,5,10,295,1.88,EM-DAT بازسازی آماری,D
افغانستان,2013,4,1,0,1,5,11,380,8.64,EM-DAT بازسازی آماری,D
افغانستان,2014,2,1,0,0,4,7,39,3.37,EM-DAT بازسازی آماری,D
افغانستان,2015,4,1,1,1,3,10,482,2.66,EM-DAT بازسازی آماری,D
افغانستان,2016,2,0,0,0,2,4,365,0.29,EM-DAT بازسازی آماری,D
افغانستان,2017,7,0,0,0,2,9,215,0.09,EM-DAT بازسازی آماری,D
افغانستان,2018,2,1,0,0,5,8,150,3.59,EM-DAT بازسازی آماری,D
افغانستان,2019,2,0,1,0,3,6,527,0.04,EM-DAT بازسازی آماری,D
افغانستان,2020,3,1,0,0,4,8,277,7.58,EM-DAT بازسازی آماری,D
افغانستان,2021,4,1,1,2,2,10,139,1.97,EM-DAT بازسازی آماری,D
افغانستان,2022,1,0,1,0,4,6,192,0.17,EM-DAT بازسازی آماری,D
افغانستان,2023,4,0,2,1,0,7,130,0.05,EM-DAT بازسازی آماری,D
افغانستان,2024,2,0,0,0,2,4,194,0.35,EM-DAT بازسازی آماری,D
روسیه,1991,2,0,6,1,0,9,31,0.01,EM-DAT بازسازی آماری,D
روسیه,1992,4,0,0,0,0,4,38,1.1,EM-DAT بازسازی آماری,D
روسیه,1993,4,1,4,0,1,10,170,1.03,EM-DAT بازسازی آماری,D
روسیه,1994,8,0,2,0,1,11,200,0.96,EM-DAT بازسازی آماری,D
روسیه,1995,3,1,2,1,2,9,151,0.6,EM-DAT بازسازی آماری,D
روسیه,1996,7,1,4,1,1,14,165,1.83,EM-DAT بازسازی آماری,D
روسیه,1997,4,0,2,1,1,8,47,0.22,EM-DAT بازسازی آماری,D
روسیه,1998,3,1,4,2,0,10,113,1.28,EM-DAT بازسازی آماری,D
روسیه,1999,4,0,1,1,1,7,125,2.27,EM-DAT بازسازی آماری,D
روسیه,2000,3,0,3,0,1,7,78,0.71,EM-DAT بازسازی آماری,D
روسیه,2001,5,0,1,0,0,6,110,1.41,EM-DAT بازسازی آماری,D
روسیه,2002,5,0,3,1,2,11,428,0.86,EM-DAT بازسازی آماری,D
روسیه,2003,4,0,3,3,1,11,126,0.11,EM-DAT بازسازی آماری,D
روسیه,2004,6,0,4,0,0,10,265,0.93,EM-DAT بازسازی آماری,D
روسیه,2005,3,0,2,0,0,5,10,0.14,EM-DAT بازسازی آماری,D
روسیه,2006,4,0,6,1,0,11,70,0.98,EM-DAT بازسازی آماری,D
روسیه,2007,3,0,5,0,0,8,54,0.02,EM-DAT بازسازی آماری,D
روسیه,2008,3,0,2,2,1,8,106,0.2,EM-DAT بازسازی آماری,D
روسیه,2009,8,0,3,0,1,12,51,1.16,EM-DAT بازسازی آماری,D
روسیه,2010,2,0,4,1,0,7,45,0.3,EM-DAT بازسازی آماری,D
روسیه,2011,2,1,3,1,0,7,99,10.67,EM-DAT بازسازی آماری,D
روسیه,2012,2,1,0,1,2,6,59,0.37,EM-DAT بازسازی آماری,D
روسیه,2013,5,0,3,1,1,10,94,0.51,EM-DAT بازسازی آماری,D
روسیه,2014,7,0,2,1,2,12,256,0.84,EM-DAT بازسازی آماری,D
روسیه,2015,2,0,2,2,0,6,112,0.18,EM-DAT بازسازی آماری,D
روسیه,2016,7,0,3,0,2,12,205,1.17,EM-DAT بازسازی آماری,D
روسیه,2017,4,0,2,2,0,8,122,0.14,EM-DAT بازسازی آماری,D
روسیه,2018,2,1,2,1,1,7,43,0.4,EM-DAT بازسازی آماری,D
روسیه,2019,2,0,6,3,0,11,44,0.11,EM-DAT بازسازی آماری,D
روسیه,2020,3,0,5,0,0,8,56,0.22,EM-DAT بازسازی آماری,D
روسیه,2021,5,1,4,0,0,10,109,7.14,EM-DAT بازسازی آماری,D
روسیه,2022,3,0,0,0,0,3,43,0.15,EM-DAT بازسازی آماری,D
روسیه,2023,3,0,3,2,1,9,130,1.23,EM-DAT بازسازی آماری,D
روسیه,2024,2,0,2,0,1,5,159,0.4,EM-DAT بازسازی آماری,D
اوکراین,1991,1,0,2,0,2,5,227,0.16,EM-DAT بازسازی آماری,D
اوکراین,1992,4,0,0,0,1,5,48,0.12,EM-DAT بازسازی آماری,D
اوکراین,1993,1,0,0,1,1,3,20,0.02,EM-DAT بازسازی آماری,D
اوکراین,1994,1,1,1,0,0,3,2,2.59,EM-DAT بازسازی آماری,D
اوکراین,1995,5,0,1,1,0,7,55,0.06,EM-DAT بازسازی آماری,D
اوکراین,1996,8,1,1,0,0,10,45,3.24,EM-DAT بازسازی آماری,D
اوکراین,1997,0,0,1,1,1,3,157,0.1,EM-DAT بازسازی آماری,D
اوکراین,1998,3,0,0,0,0,3,31,0.04,EM-DAT بازسازی آماری,D
اوکراین,1999,5,0,4,0,1,10,159,0.19,EM-DAT بازسازی آماری,D
اوکراین,2000,1,0,0,0,1,2,64,0.03,EM-DAT بازسازی آماری,D
اوکراین,2001,2,0,0,3,0,5,37,0.01,EM-DAT بازسازی آماری,D
اوکراین,2002,3,1,2,0,0,6,55,0.89,EM-DAT بازسازی آماری,D
اوکراین,2003,0,0,1,0,1,2,34,0.06,EM-DAT بازسازی آماری,D
اوکراین,2004,2,1,1,1,0,5,29,0.54,EM-DAT بازسازی آماری,D
اوکراین,2005,4,0,0,0,1,5,31,0.14,EM-DAT بازسازی آماری,D
اوکراین,2006,3,1,1,0,1,6,56,1.47,EM-DAT بازسازی آماری,D
اوکراین,2007,5,0,0,1,1,7,140,0.28,EM-DAT بازسازی آماری,D
اوکراین,2008,2,0,1,0,1,4,76,0.03,EM-DAT بازسازی آماری,D
اوکراین,2009,2,1,4,1,0,8,17,0.5,EM-DAT بازسازی آماری,D
اوکراین,2010,3,0,0,1,0,4,108,0.04,EM-DAT بازسازی آماری,D
اوکراین,2011,1,0,0,1,0,2,39,0.01,EM-DAT بازسازی آماری,D
اوکراین,2012,1,0,0,0,0,1,49,0.04,EM-DAT بازسازی آماری,D
اوکراین,2013,3,0,2,1,1,7,133,0.09,EM-DAT بازسازی آماری,D
اوکراین,2014,3,0,1,1,2,7,222,0.33,EM-DAT بازسازی آماری,D
اوکراین,2015,1,0,0,0,1,2,93,0.02,EM-DAT بازسازی آماری,D
اوکراین,2016,2,0,0,1,1,4,94,0.21,EM-DAT بازسازی آماری,D
اوکراین,2017,1,0,0,0,2,3,56,0.02,EM-DAT بازسازی آماری,D
اوکراین,2018,1,0,1,0,0,2,13,0.0,EM-DAT بازسازی آماری,D
اوکراین,2019,0,1,0,1,1,3,53,0.39,EM-DAT بازسازی آماری,D
اوکراین,2020,2,0,1,2,0,5,41,0.07,EM-DAT بازسازی آماری,D
اوکراین,2021,0,0,2,0,1,3,148,0.03,EM-DAT بازسازی آماری,D
اوکراین,2022,0,0,1,0,1,2,50,0.0,EM-DAT بازسازی آماری,D
اوکراین,2023,3,1,2,1,0,7,75,1.0,EM-DAT بازسازی آماری,D
اوکراین,2024,3,0,2,0,0,5,21,0.47,EM-DAT بازسازی آماری,D
آمریکا,1991,2,0,7,1,0,10,99,0.46,EM-DAT بازسازی آماری,D
آمریکا,1992,6,0,8,0,0,14,117,4.35,EM-DAT بازسازی آماری,D
آمریکا,1993,8,0,5,8,0,21,437,6.55,EM-DAT بازسازی آماری,D
آمریکا,1994,6,0,10,1,0,17,424,2.02,EM-DAT بازسازی آماری,D
آمریکا,1995,6,0,5,0,1,12,335,1.85,EM-DAT بازسازی آماری,D
آمریکا,1996,5,0,12,4,1,22,717,0.75,EM-DAT بازسازی آماری,D
آمریکا,1997,5,1,8,3,1,18,325,0.45,EM-DAT بازسازی آماری,D
آمریکا,1998,6,1,11,1,1,20,98,4.38,EM-DAT بازسازی آماری,D
آمریکا,1999,5,0,6,1,2,14,144,1.72,EM-DAT بازسازی آماری,D
آمریکا,2000,4,1,14,1,2,22,226,4.39,EM-DAT بازسازی آماری,D
آمریکا,2001,5,1,7,1,0,14,419,4.2,EM-DAT بازسازی آماری,D
آمریکا,2002,4,0,5,1,0,10,352,3.39,EM-DAT بازسازی آماری,D
آمریکا,2003,6,0,8,0,0,14,197,0.81,EM-DAT بازسازی آماری,D
آمریکا,2004,5,1,10,2,0,18,147,10.32,EM-DAT بازسازی آماری,D
آمریکا,2005,7,0,9,0,2,18,899,12.13,EM-DAT بازسازی آماری,D
آمریکا,2006,9,0,9,0,0,18,59,0.69,EM-DAT بازسازی آماری,D
آمریکا,2007,7,0,10,0,0,17,237,0.96,EM-DAT بازسازی آماری,D
آمریکا,2008,3,0,8,1,1,13,177,5.94,EM-DAT بازسازی آماری,D
آمریکا,2009,5,0,11,5,0,21,255,1.96,EM-DAT بازسازی آماری,D
آمریکا,2010,6,0,8,2,1,17,183,2.05,EM-DAT بازسازی آماری,D
آمریکا,2011,5,0,10,0,0,15,114,1.65,EM-DAT بازسازی آماری,D
آمریکا,2012,6,0,10,3,1,20,238,4.35,EM-DAT بازسازی آماری,D
آمریکا,2013,8,0,8,1,1,18,298,2.14,EM-DAT بازسازی آماری,D
آمریکا,2014,6,0,7,0,0,13,681,0.78,EM-DAT بازسازی آماری,D
آمریکا,2015,2,1,4,1,1,9,150,1.3,EM-DAT بازسازی آماری,D
آمریکا,2016,6,1,10,0,0,17,191,10.13,EM-DAT بازسازی آماری,D
آمریکا,2017,8,0,11,0,0,19,318,2.34,EM-DAT بازسازی آماری,D
آمریکا,2018,4,0,14,3,0,21,409,0.28,EM-DAT بازسازی آماری,D
آمریکا,2019,8,1,6,1,1,17,192,11.71,EM-DAT بازسازی آماری,D
آمریکا,2020,7,1,11,1,1,21,313,6.24,EM-DAT بازسازی آماری,D
آمریکا,2021,3,1,16,1,0,21,261,3.98,EM-DAT بازسازی آماری,D
آمریکا,2022,5,1,14,0,0,20,351,5.7,EM-DAT بازسازی آماری,D
آمریکا,2023,7,1,10,1,1,20,221,13.1,EM-DAT بازسازی آماری,D
آمریکا,2024,6,0,4,2,1,13,248,1.42,EM-DAT بازسازی آماری,D
کانادا,1991,1,0,1,2,0,4,107,0.05,EM-DAT بازسازی آماری,D
کانادا,1992,3,0,3,1,0,7,49,0.57,EM-DAT بازسازی آماری,D
کانادا,1993,1,0,3,0,0,4,8,0.46,EM-DAT بازسازی آماری,D
کانادا,1994,1,0,2,1,0,4,118,0.14,EM-DAT بازسازی آماری,D
کانادا,1995,0,1,3,0,1,5,234,0.45,EM-DAT بازسازی آماری,D
کانادا,1996,3,0,6,0,0,9,35,0.38,EM-DAT بازسازی آماری,D
کانادا,1997,1,0,0,2,0,3,9,0.01,EM-DAT بازسازی آماری,D
کانادا,1998,3,0,2,0,0,5,17,0.07,EM-DAT بازسازی آماری,D
کانادا,1999,3,0,1,3,0,7,130,0.04,EM-DAT بازسازی آماری,D
کانادا,2000,4,1,2,0,1,8,155,0.25,EM-DAT بازسازی آماری,D
کانادا,2001,3,0,2,1,0,6,71,0.1,EM-DAT بازسازی آماری,D
کانادا,2002,3,1,2,2,0,8,59,1.23,EM-DAT بازسازی آماری,D
کانادا,2003,4,0,2,2,3,11,213,0.3,EM-DAT بازسازی آماری,D
کانادا,2004,1,0,1,0,1,3,14,0.02,EM-DAT بازسازی آماری,D
کانادا,2005,4,0,4,1,0,9,47,0.85,EM-DAT بازسازی آماری,D
کانادا,2006,2,0,3,0,1,6,77,0.24,EM-DAT بازسازی آماری,D
کانادا,2007,3,0,0,1,0,4,16,0.29,EM-DAT بازسازی آماری,D
کانادا,2008,1,0,3,0,0,4,17,0.58,EM-DAT بازسازی آماری,D
کانادا,2009,3,1,2,0,0,6,106,0.22,EM-DAT بازسازی آماری,D
کانادا,2010,2,0,5,0,1,8,156,0.12,EM-DAT بازسازی آماری,D
کانادا,2011,7,1,3,2,2,15,93,0.91,EM-DAT بازسازی آماری,D
کانادا,2012,3,0,7,0,0,10,173,0.31,EM-DAT بازسازی آماری,D
کانادا,2013,3,1,3,1,1,9,86,2.68,EM-DAT بازسازی آماری,D
کانادا,2014,5,0,3,0,0,8,38,0.31,EM-DAT بازسازی آماری,D
کانادا,2015,4,0,2,2,0,8,44,0.16,EM-DAT بازسازی آماری,D
کانادا,2016,3,0,4,2,1,10,203,0.08,EM-DAT بازسازی آماری,D
کانادا,2017,2,1,2,1,0,6,35,0.82,EM-DAT بازسازی آماری,D
کانادا,2018,5,0,1,0,1,7,192,0.17,EM-DAT بازسازی آماری,D
کانادا,2019,5,0,3,1,0,9,34,0.18,EM-DAT بازسازی آماری,D
کانادا,2020,4,1,1,0,0,6,13,0.58,EM-DAT بازسازی آماری,D
کانادا,2021,4,0,2,0,0,6,26,0.03,EM-DAT بازسازی آماری,D
کانادا,2022,3,0,3,0,0,6,37,0.32,EM-DAT بازسازی آماری,D
کانادا,2023,3,0,2,1,1,7,59,0.03,EM-DAT بازسازی آماری,D
کانادا,2024,4,0,3,0,0,7,59,0.17,EM-DAT بازسازی آماری,D
برزیل,1991,6,0,3,1,1,11,273,0.49,EM-DAT بازسازی آماری,D
برزیل,1992,3,0,5,1,0,9,161,0.33,EM-DAT بازسازی آماری,D
برزیل,1993,7,0,2,1,1,11,135,3.04,EM-DAT بازسازی آماری,D
برزیل,1994,5,0,2,1,1,9,634,0.24,EM-DAT بازسازی آماری,D
برزیل,1995,4,1,0,1,0,6,96,4.43,EM-DAT بازسازی آماری,D
برزیل,1996,8,0,3,0,1,12,60,1.26,EM-DAT بازسازی آماری,D
برزیل,1997,2,0,1,1,1,5,183,0.16,EM-DAT بازسازی آماری,D
برزیل,1998,6,1,4,0,0,11,525,0.78,EM-DAT بازسازی آماری,D
برزیل,1999,7,0,3,1,1,12,188,2.93,EM-DAT بازسازی آماری,D
برزیل,2000,6,1,7,0,0,14,290,5.09,EM-DAT بازسازی آماری,D
برزیل,2001,9,0,3,0,0,12,452,4.7,EM-DAT بازسازی آماری,D
برزیل,2002,8,1,1,2,0,12,356,1.14,EM-DAT بازسازی آماری,D
برزیل,2003,8,0,4,1,0,13,85,3.78,EM-DAT بازسازی آماری,D
برزیل,2004,7,0,1,1,0,9,502,0.99,EM-DAT بازسازی آماری,D
برزیل,2005,7,1,4,0,1,13,584,10.99,EM-DAT بازسازی آماری,D
برزیل,2006,7,0,2,0,1,10,55,1.9,EM-DAT بازسازی آماری,D
برزیل,2007,7,0,4,1,0,12,525,2.29,EM-DAT بازسازی آماری,D
برزیل,2008,11,0,1,1,1,14,135,0.11,EM-DAT بازسازی آماری,D
برزیل,2009,6,0,7,0,1,14,199,0.17,EM-DAT بازسازی آماری,D
برزیل,2010,6,0,4,0,0,10,1102,0.48,EM-DAT بازسازی آماری,D
برزیل,2011,5,0,4,0,2,11,574,1.63,EM-DAT بازسازی آماری,D
برزیل,2012,7,0,3,2,1,13,136,0.5,EM-DAT بازسازی آماری,D
برزیل,2013,5,0,2,2,0,9,290,2.79,EM-DAT بازسازی آماری,D
برزیل,2014,6,0,3,0,1,10,280,0.86,EM-DAT بازسازی آماری,D
برزیل,2015,6,0,2,3,1,12,590,3.42,EM-DAT بازسازی آماری,D
برزیل,2016,5,0,2,0,0,7,225,0.59,EM-DAT بازسازی آماری,D
برزیل,2017,7,0,1,2,2,12,107,0.77,EM-DAT بازسازی آماری,D
برزیل,2018,8,0,2,1,0,11,681,0.33,EM-DAT بازسازی آماری,D
برزیل,2019,8,0,2,1,0,11,104,4.6,EM-DAT بازسازی آماری,D
برزیل,2020,8,0,1,1,0,10,122,0.89,EM-DAT بازسازی آماری,D
برزیل,2021,6,0,4,0,2,12,445,4.7,EM-DAT بازسازی آماری,D
برزیل,2022,3,1,1,1,0,6,27,10.13,EM-DAT بازسازی آماری,D
برزیل,2023,5,0,0,1,0,6,905,1.25,EM-DAT بازسازی آماری,D
برزیل,2024,3,0,1,1,0,5,187,1.46,EM-DAT بازسازی آماری,D
آرژانتین,1991,7,0,2,0,0,9,2,1.46,EM-DAT بازسازی آماری,D
آرژانتین,1992,3,1,1,0,0,5,55,0.34,EM-DAT بازسازی آماری,D
آرژانتین,1993,3,0,5,0,1,9,142,1.49,EM-DAT بازسازی آماری,D
آرژانتین,1994,2,0,1,0,1,4,88,0.34,EM-DAT بازسازی آماری,D
آرژانتین,1995,3,0,1,1,1,6,63,0.04,EM-DAT بازسازی آماری,D
آرژانتین,1996,3,0,0,1,0,4,212,0.21,EM-DAT بازسازی آماری,D
آرژانتین,1997,4,0,2,0,0,6,147,2.64,EM-DAT بازسازی آماری,D
آرژانتین,1998,5,0,1,1,1,8,271,0.42,EM-DAT بازسازی آماری,D
آرژانتین,1999,2,1,2,0,0,5,173,1.4,EM-DAT بازسازی آماری,D
آرژانتین,2000,1,0,3,1,0,5,13,0.41,EM-DAT بازسازی آماری,D
آرژانتین,2001,2,1,2,1,0,6,26,3.03,EM-DAT بازسازی آماری,D
آرژانتین,2002,2,0,3,0,0,5,50,0.39,EM-DAT بازسازی آماری,D
آرژانتین,2003,6,1,4,2,1,14,56,1.83,EM-DAT بازسازی آماری,D
آرژانتین,2004,2,0,1,0,0,3,7,0.91,EM-DAT بازسازی آماری,D
آرژانتین,2005,3,0,2,0,0,5,39,0.22,EM-DAT بازسازی آماری,D
آرژانتین,2006,3,1,0,1,1,6,103,5.37,EM-DAT بازسازی آماری,D
آرژانتین,2007,1,0,0,0,0,1,8,0.09,EM-DAT بازسازی آماری,D
آرژانتین,2008,3,0,2,0,1,6,184,0.51,EM-DAT بازسازی آماری,D
آرژانتین,2009,3,0,5,0,0,8,332,1.45,EM-DAT بازسازی آماری,D
آرژانتین,2010,2,1,4,2,1,10,57,1.81,EM-DAT بازسازی آماری,D
آرژانتین,2011,2,0,2,1,0,5,126,0.53,EM-DAT بازسازی آماری,D
آرژانتین,2012,2,1,0,0,0,3,11,1.96,EM-DAT بازسازی آماری,D
آرژانتین,2013,2,1,1,1,1,6,111,1.82,EM-DAT بازسازی آماری,D
آرژانتین,2014,6,0,0,0,0,6,36,0.86,EM-DAT بازسازی آماری,D
آرژانتین,2015,7,0,1,2,0,10,71,1.3,EM-DAT بازسازی آماری,D
آرژانتین,2016,2,0,0,1,1,4,63,0.57,EM-DAT بازسازی آماری,D
آرژانتین,2017,3,0,1,0,1,5,195,0.39,EM-DAT بازسازی آماری,D
آرژانتین,2018,2,0,1,1,1,5,122,0.34,EM-DAT بازسازی آماری,D
