site_id,month,tmax_c,tmin_c,tavg_c,precip_mm,et0_mm,dtr_c,rh_pct,sunshine_h_day,wind_ms
SITE072,6,36.9,16.9,26.9,1.8,234.0,20.0,33.0,8.9,3.2
SITE072,7,38.5,18.5,28.5,0.4,245.0,20.0,32.0,9.0,3.2
SITE072,8,36.9,16.9,26.9,0.4,218.0,20.0,32.0,9.0,3.2
SITE072,9,32.5,12.5,22.5,1.3,162.0,20.0,33.0,9.0,3.2
SITE072,10,26.5,6.5,16.5,6.3,113.0,20.0,35.0,8.8,3.2
SITE072,11,19.3,1.7,10.5,21.5,65.0,17.6,42.0,8.3,3.2
SITE072,12,14.1,-1.9,6.1,30.5,47.0,16.0,46.0,8.0,3.2
SITE073,1,9.7,-8.1,0.8,30.8,42.0,17.8,41.0,8.3,3.2
SITE073,2,11.3,-6.6,2.3,29.5,52.0,18.0,41.0,8.3,3.2
SITE073,3,15.0,-1.8,6.6,38.8,87.0,16.8,44.0,8.1,3.2
SITE073,4,21.2,3.6,12.4,32.1,129.0,17.6,42.0,8.3,3.2
SITE073,5,28.1,8.3,18.2,14.7,186.0,19.8,36.0,8.7,3.2
SITE073,6,32.4,12.4,22.4,2.7,210.0,20.0,33.0,8.9,3.2
SITE073,7,34.0,14.0,24.0,0.7,221.0,20.0,32.0,9.0,3.2
SITE073,8,32.4,12.4,22.4,0.7,196.0,20.0,32.0,9.0,3.2
SITE073,9,28.2,8.2,18.2,2.0,145.0,20.0,33.0,9.0,3.2
SITE073,10,22.4,2.4,12.4,9.4,100.0,20.0,35.0,8.8,3.2
SITE073,11,15.4,-2.2,6.6,32.1,57.0,17.6,42.0,8.3,3.2
SITE073,12,10.3,-5.7,2.3,45.5,40.0,16.0,46.0,8.0,3.2
SITE074,1,8.2,-9.6,-0.7,23.1,39.0,17.8,41.0,8.3,3.2
SITE074,2,9.9,-8.0,0.9,22.1,49.0,18.0,41.0,8.3,3.2
SITE074,3,13.8,-3.0,5.4,29.1,82.0,16.8,44.0,8.1,3.2
SITE074,4,20.3,2.7,11.5,24.1,125.0,17.6,42.0,8.3,3.2
SITE074,5,27.5,7.7,17.6,11.0,183.0,19.8,36.0,8.7,3.2
SITE074,6,32.1,12.1,22.1,2.0,209.0,20.0,33.0,8.9,3.2
SITE074,7,33.7,13.7,23.7,0.5,220.0,20.0,32.0,9.0,3.2
SITE074,8,32.1,12.1,22.1,0.5,195.0,20.0,32.0,9.0,3.2
SITE074,9,27.6,7.6,17.6,1.5,143.0,20.0,33.0,9.0,3.2
SITE074,10,21.5,1.5,11.5,7.0,97.0,20.0,35.0,8.8,3.2
SITE074,11,14.2,-3.4,5.4,24.1,54.0,17.6,42.0,8.3,3.2
SITE074,12,8.9,-7.1,0.9,34.1,37.0,16.0,46.0,8.0,3.2
SITE075,1,8.3,-9.5,-0.6,43.7,39.0,17.8,41.0,8.3,3.2
SITE075,2,10.0,-7.9,1.0,41.8,49.0,18.0,41.0,8.3,3.2
SITE075,3,13.9,-2.9,5.5,55.1,83.0,16.8,44.0,8.1,3.2
SITE075,4,20.4,2.8,11.6,45.6,125.0,17.6,42.0,8.3,3.2
SITE075,5,27.6,7.8,17.7,20.9,184.0,19.8,36.0,8.7,3.2
SITE075,6,32.2,12.2,22.2,3.8,209.0,20.0,33.0,8.9,3.2
SITE075,7,33.8,13.8,23.8,0.9,221.0,20.0,32.0,9.0,3.2
SITE075,8,32.2,12.2,22.2,0.9,195.0,20.0,32.0,9.0,3.2
SITE075,9,27.7,7.7,17.7,2.8,143.0,20.0,33.0,9.0,3.2
SITE075,10,21.6,1.6,11.6,13.3,98.0,20.0,35.0,8.8,3.2
SITE075,11,14.3,-3.3,5.5,45.6,55.0,17.6,42.0,8.3,3.2
SITE075,12,9.0,-7.0,1.0,64.6,38.0,16.0,46.0,8.0,3.2
SITE076,1,12.1,-5.7,3.2,44.1,45.0,17.8,41.0,8.3,3.2
SITE076,2,13.7,-4.3,4.7,42.2,56.0,18.0,41.0,8.3,3.2
SITE076,3,17.2,0.3,8.7,55.6,92.0,16.8,44.0,8.1,3.2
SITE076,4,23.1,5.5,14.3,46.0,135.0,17.6,42.0,8.3,3.2
SITE076,5,29.7,10.0,19.8,21.1,195.0,19.8,36.0,8.7,3.2
SITE076,6,33.9,13.9,23.9,3.8,219.0,20.0,33.0,8.9,3.2
SITE076,7,35.4,15.4,25.4,1.0,229.0,20.0,32.0,9.0,3.2
SITE076,8,33.9,13.9,23.9,1.0,202.0,20.0,32.0,9.0,3.2
SITE076,9,29.8,9.8,19.8,2.9,148.0,20.0,33.0,9.0,3.2
SITE076,10,24.3,4.3,14.3,13.4,102.0,20.0,35.0,8.8,3.2
SITE076,11,17.6,-0.1,8.7,46.0,58.0,17.6,42.0,8.3,3.2
SITE076,12,12.7,-3.3,4.7,65.1,42.0,16.0,46.0,8.0,3.2
SITE077,1,11.0,-6.8,2.1,27.8,42.0,17.8,41.0,8.3,3.2
SITE077,2,12.6,-5.3,3.7,26.6,53.0,18.0,41.0,8.3,3.2
SITE077,3,16.3,-0.5,7.9,35.1,89.0,16.8,44.0,8.1,3.2
SITE077,4,22.5,4.9,13.7,29.0,133.0,17.6,42.0,8.3,3.2
SITE077,5,29.4,9.6,19.5,13.3,193.0,19.8,36.0,8.7,3.2
SITE077,6,33.8,13.8,23.8,2.4,218.0,20.0,33.0,8.9,3.2
SITE077,7,35.4,15.4,25.4,0.6,229.0,20.0,32.0,9.0,3.2
SITE077,8,33.8,13.8,23.8,0.6,202.0,20.0,32.0,9.0,3.2
SITE077,9,29.5,9.5,19.5,1.8,147.0,20.0,33.0,9.0,3.2
SITE077,10,23.7,3.7,13.7,8.5,100.0,20.0,35.0,8.8,3.2
SITE077,11,16.7,-0.9,7.9,29.0,56.0,17.6,42.0,8.3,3.2
SITE077,12,11.7,-4.3,3.7,41.1,40.0,16.0,46.0,8.0,3.2
SITE078,1,11.2,-6.6,2.3,55.5,42.0,17.8,41.0,8.3,3.2
SITE078,2,12.8,-5.1,3.9,53.1,53.0,18.0,41.0,8.3,3.2
SITE078,3,16.5,-0.3,8.1,70.0,89.0,16.8,44.0,8.1,3.2
SITE078,4,22.7,5.1,13.9,57.9,133.0,17.6,42.0,8.3,3.2
SITE078,5,29.6,9.8,19.7,26.6,194.0,19.8,36.0,8.7,3.2
SITE078,6,34.0,14.0,24.0,4.8,219.0,20.0,33.0,8.9,3.2
SITE078,7,35.6,15.6,25.6,1.2,230.0,20.0,32.0,9.0,3.2
SITE078,8,34.0,14.0,24.0,1.2,203.0,20.0,32.0,9.0,3.2
SITE078,9,29.7,9.7,19.7,3.6,148.0,20.0,33.0,9.0,3.2
SITE078,10,23.9,3.9,13.9,16.9,100.0,20.0,35.0,8.8,3.2
SITE078,11,16.9,-0.7,8.1,57.9,56.0,17.6,42.0,8.3,3.2
SITE078,12,11.9,-4.1,3.9,82.1,40.0,16.0,46.0,8.0,3.2
SITE079,1,7.8,-11.5,-1.8,16.6,35.0,19.3,56.0,6.0,2.7
SITE079,2,9.5,-10.0,-0.2,15.1,45.0,19.5,56.0,6.0,2.7
SITE079,3,13.7,-5.4,4.1,18.1,80.0,19.1,56.0,6.0,2.7
SITE079,4,19.3,1.0,10.1,24.2,119.0,18.3,58.0,5.9,2.7
SITE079,5,24.8,7.4,16.1,30.2,165.0,17.5,59.0,5.8,2.7
SITE079,6,28.7,12.3,20.5,37.8,182.0,16.4,61.0,5.6,2.7
SITE079,7,30.1,14.1,22.1,40.8,189.0,16.0,61.0,5.6,2.7
SITE079,8,28.8,12.2,20.5,36.3,169.0,16.6,60.0,5.7,2.7
SITE079,9,24.8,7.4,16.1,30.2,124.0,17.5,59.0,5.8,2.7
SITE079,10,19.3,1.0,10.1,24.2,84.0,18.3,58.0,5.9,2.7
SITE079,11,13.6,-5.3,4.1,19.7,49.0,18.9,57.0,6.0,2.7
SITE079,12,9.4,-9.9,-0.2,16.6,35.0,19.3,56.0,6.0,2.7
SITE080,1,6.3,-13.0,-3.3,10.6,31.0,19.3,56.0,6.0,2.7
SITE080,2,8.1,-11.4,-1.6,9.7,41.0,19.5,56.0,6.0,2.7
SITE080,3,12.5,-6.6,2.9,11.6,76.0,19.1,56.0,6.0,2.7
SITE080,4,18.3,0.1,9.2,15.5,115.0,18.3,58.0,5.9,2.7
SITE080,5,24.2,6.7,15.5,19.3,161.0,17.5,59.0,5.8,2.7
SITE080,6,28.3,11.8,20.1,24.1,180.0,16.4,61.0,5.6,2.7
SITE080,7,29.7,13.7,21.7,26.1,188.0,16.0,61.0,5.6,2.7
SITE080,8,28.4,11.7,20.1,23.2,167.0,16.6,60.0,5.7,2.7
SITE080,9,24.2,6.7,15.5,19.3,122.0,17.5,59.0,5.8,2.7
SITE080,10,18.3,0.1,9.2,15.5,81.0,18.3,58.0,5.9,2.7
SITE080,11,12.4,-6.5,2.9,12.6,46.0,18.9,57.0,6.0,2.7
SITE080,12,8.0,-11.3,-1.6,10.6,32.0,19.3,56.0,6.0,2.7
SITE081,1,6.4,-12.9,-3.2,20.2,32.0,19.3,56.0,6.0,2.7
SITE081,2,8.2,-11.3,-1.6,18.4,42.0,19.5,56.0,6.0,2.7
SITE081,3,12.6,-6.5,3.0,22.1,76.0,19.1,56.0,6.0,2.7
SITE081,4,18.4,0.1,9.3,29.4,116.0,18.3,58.0,5.9,2.7
SITE081,5,24.2,6.8,15.5,36.8,162.0,17.5,59.0,5.8,2.7
SITE081,6,28.3,11.9,20.1,46.0,180.0,16.4,61.0,5.6,2.7
SITE081,7,29.7,13.7,21.7,49.7,188.0,16.0,61.0,5.6,2.7
SITE081,8,28.4,11.8,20.1,44.1,167.0,16.6,60.0,5.7,2.7
SITE081,9,24.2,6.8,15.5,36.8,122.0,17.5,59.0,5.8,2.7
SITE081,10,18.4,0.1,9.3,29.4,81.0,18.3,58.0,5.9,2.7
SITE081,11,12.5,-6.4,3.0,23.9,46.0,18.9,57.0,6.0,2.7
SITE081,12,8.1,-11.2,-1.6,20.2,32.0,19.3,56.0,6.0,2.7
SITE082,1,12.0,-5.8,3.1,41.9,45.0,17.8,41.0,8.3,3.2
SITE082,2,13.5,-4.4,4.6,40.1,56.0,18.0,41.0,8.3,3.2
SITE082,3,16.9,0.1,8.5,52.8,91.0,16.8,44.0,8.1,3.2
SITE082,4,22.7,5.0,13.8,43.7,133.0,17.6,42.0,8.3,3.2
SITE082,5,29.1,9.3,19.2,20.0,191.0,19.8,36.0,8.7,3.2
SITE082,6,33.1,13.1,23.1,3.6,215.0,20.0,33.0,8.9,3.2
SITE082,7,34.6,14.6,24.6,0.9,225.0,20.0,32.0,9.0,3.2
SITE082,8,33.1,13.1,23.1,0.9,199.0,20.0,32.0,9.0,3.2
SITE082,9,29.2,9.2,19.2,2.7,146.0,20.0,33.0,9.0,3.2
SITE082,10,23.8,3.8,13.8,12.7,101.0,20.0,35.0,8.8,3.2
SITE082,11,17.3,-0.3,8.5,43.7,58.0,17.6,42.0,8.3,3.2
SITE082,12,12.6,-3.4,4.6,61.9,42.0,16.0,46.0,8.0,3.2
SITE083,1,10.0,-7.8,1.1,28.6,41.0,17.8,41.0,8.3,3.2
SITE083,2,11.6,-6.3,2.7,27.4,51.0,18.0,41.0,8.3,3.2
SITE083,3,15.2,-1.6,6.8,36.1,85.0,16.8,44.0,8.1,3.2
SITE083,4,21.3,3.6,12.5,29.8,128.0,17.6,42.0,8.3,3.2
SITE083,5,28.0,8.2,18.1,13.7,186.0,19.8,36.0,8.7,3.2
SITE083,6,32.3,12.3,22.3,2.5,210.0,20.0,33.0,8.9,3.2
SITE083,7,33.8,13.8,23.8,0.6,221.0,20.0,32.0,9.0,3.2
SITE083,8,32.3,12.3,22.3,0.6,194.0,20.0,32.0,9.0,3.2
SITE083,9,28.1,8.1,18.1,1.9,142.0,20.0,33.0,9.0,3.2
SITE083,10,22.5,2.5,12.5,8.7,97.0,20.0,35.0,8.8,3.2
SITE083,11,15.6,-2.0,6.8,29.8,54.0,17.6,42.0,8.3,3.2
SITE083,12,10.7,-5.3,2.7,42.3,38.0,16.0,46.0,8.0,3.2
SITE084,1,9.6,-8.3,0.7,54.8,40.0,17.8,41.0,8.3,3.2
SITE084,2,11.2,-6.8,2.2,52.4,50.0,18.0,41.0,8.3,3.2
SITE084,3,14.8,-2.1,6.4,69.0,84.0,16.8,44.0,8.1,3.2
SITE084,4,20.9,3.2,12.1,57.1,126.0,17.6,42.0,8.3,3.2
SITE084,5,27.6,7.9,17.8,26.2,184.0,19.8,36.0,8.7,3.2
SITE084,6,31.9,11.9,21.9,4.8,208.0,20.0,33.0,8.9,3.2
SITE084,7,33.5,13.5,23.5,1.2,219.0,20.0,32.0,9.0,3.2
SITE084,8,31.9,11.9,21.9,1.2,193.0,20.0,32.0,9.0,3.2
SITE084,9,27.8,7.8,17.8,3.6,141.0,20.0,33.0,9.0,3.2
SITE084,10,22.1,2.1,12.1,16.7,96.0,20.0,35.0,8.8,3.2
SITE084,11,15.2,-2.5,6.4,57.1,54.0,17.6,42.0,8.3,3.2
SITE084,12,10.2,-5.8,2.2,81.0,38.0,16.0,46.0,8.0,3.2
SITE085,1,14.3,-3.5,5.4,29.6,50.0,17.8,41.0,8.3,3.2
SITE085,2,15.8,-2.1,6.8,28.3,62.0,17.9,41.0,8.3,3.2
SITE085,3,19.1,2.4,10.8,37.4,99.0,16.8,44.0,8.1,3.2
SITE085,4,24.9,7.3,16.1,30.9,143.0,17.6,42.0,8.3,3.2
SITE085,5,31.3,11.6,21.4,14.2,203.0,19.7,36.0,8.7,3.2
SITE085,6,35.4,15.4,25.4,2.6,226.0,20.0,33.0,8.9,3.2
SITE085,7,36.8,16.8,26.8,0.6,237.0,20.0,32.0,9.0,3.2
SITE085,8,35.4,15.4,25.4,0.6,210.0,20.0,32.0,9.0,3.2
SITE085,9,31.4,11.4,21.4,1.9,156.0,20.0,33.0,9.0,3.2
SITE085,10,26.1,6.1,16.1,9.0,109.0,20.0,35.0,8.8,3.2
SITE085,11,19.6,2.0,10.8,30.9,64.0,17.6,42.0,8.3,3.2
SITE085,12,14.8,-1.1,6.8,43.8,47.0,16.0,46.0,8.0,3.2
SITE086,1,13.0,-4.8,4.1,23.3,47.0,17.8,41.0,8.3,3.2
SITE086,2,14.6,-3.4,5.6,22.3,59.0,18.0,41.0,8.3,3.2
SITE086,3,18.1,1.3,9.7,29.4,95.0,16.8,44.0,8.1,3.2
SITE086,4,24.2,6.5,15.3,24.3,140.0,17.6,42.0,8.3,3.2
SITE086,5,30.8,11.0,20.9,11.2,200.0,19.8,36.0,8.7,3.2
SITE086,6,35.0,15.0,25.0,2.0,225.0,20.0,33.0,8.9,3.2
SITE086,7,36.5,16.5,26.5,0.5,235.0,20.0,32.0,9.0,3.2
SITE086,8,35.0,15.0,25.0,0.5,208.0,20.0,32.0,9.0,3.2
SITE086,9,30.9,10.9,20.9,1.5,153.0,20.0,33.0,9.0,3.2
SITE086,10,25.3,5.3,15.3,7.1,106.0,20.0,35.0,8.8,3.2
SITE086,11,18.5,0.9,9.7,24.3,61.0,17.6,42.0,8.3,3.2
SITE086,12,13.6,-2.4,5.6,34.5,44.0,16.0,46.0,8.0,3.2
SITE087,1,12.5,-5.3,3.6,38.3,46.0,17.8,41.0,8.3,3.2
SITE087,2,14.1,-3.8,5.1,36.6,58.0,18.0,41.0,8.3,3.2
SITE087,3,17.7,0.9,9.3,48.3,94.0,16.8,44.0,8.1,3.2
SITE087,4,23.7,6.1,14.9,39.9,138.0,17.6,42.0,8.3,3.2
SITE087,5,30.5,10.7,20.6,18.3,198.0,19.8,36.0,8.7,3.2
SITE087,6,34.7,14.7,24.7,3.3,223.0,20.0,33.0,8.9,3.2
SITE087,7,36.2,16.2,26.2,0.8,234.0,20.0,32.0,9.0,3.2
SITE087,8,34.7,14.7,24.7,0.8,207.0,20.0,32.0,9.0,3.2
SITE087,9,30.6,10.6,20.6,2.5,152.0,20.0,33.0,9.0,3.2
SITE087,10,24.9,4.9,14.9,11.6,105.0,20.0,35.0,8.8,3.2
SITE087,11,18.1,0.5,9.3,39.9,60.0,17.6,42.0,8.3,3.2
SITE087,12,13.1,-2.9,5.1,56.6,43.0,16.0,46.0,8.0,3.2
SITE088,1,11.1,-6.8,2.1,20.4,42.0,17.8,41.0,8.3,3.2
SITE088,2,12.7,-5.3,3.7,19.5,53.0,18.0,41.0,8.3,3.2
SITE088,3,16.5,-0.3,8.1,25.7,89.0,16.8,44.0,8.1,3.2
SITE088,4,22.8,5.2,14.0,21.2,134.0,17.6,42.0,8.3,3.2
SITE088,5,29.8,10.0,19.9,9.7,195.0,19.8,36.0,8.7,3.2
SITE088,6,34.3,14.3,24.3,1.8,221.0,20.0,33.0,8.9,3.2
SITE088,7,35.8,15.8,25.8,0.4,232.0,20.0,32.0,9.0,3.2
SITE088,8,34.3,14.3,24.3,0.4,204.0,20.0,32.0,9.0,3.2
SITE088,9,29.9,9.9,19.9,1.3,148.0,20.0,33.0,9.0,3.2
SITE088,10,24.0,4.0,14.0,6.2,101.0,20.0,35.0,8.8,3.2
SITE088,11,16.9,-0.8,8.1,21.2,56.0,17.6,42.0,8.3,3.2
SITE088,12,11.7,-4.3,3.7,30.1,39.0,16.0,46.0,8.0,3.2
SITE089,1,9.0,-8.8,0.1,12.6,38.0,17.8,41.0,8.3,3.2
SITE089,2,10.7,-7.2,1.7,12.1,48.0,18.0,41.0,8.3,3.2
SITE089,3,14.7,-2.1,6.3,15.9,83.0,16.8,44.0,8.1,3.2
SITE089,4,21.4,3.7,12.6,13.2,128.0,17.6,42.0,8.3,3.2
SITE089,5,28.7,8.9,18.8,6.0,189.0,19.8,36.0,8.7,3.2
SITE089,6,33.4,13.4,23.4,1.1,216.0,20.0,33.0,8.9,3.2
SITE089,7,35.0,15.0,25.0,0.3,228.0,20.0,32.0,9.0,3.2
SITE089,8,33.4,13.4,23.4,0.3,199.0,20.0,32.0,9.0,3.2
SITE089,9,28.8,8.8,18.8,0.8,144.0,20.0,33.0,9.0,3.2
SITE089,10,22.6,2.6,12.6,3.8,96.0,20.0,35.0,8.8,3.2
SITE089,11,15.1,-2.5,6.3,13.2,52.0,17.6,42.0,8.3,3.2
SITE089,12,9.7,-6.3,1.7,18.7,36.0,16.0,46.0,8.0,3.2
SITE090,1,8.6,-9.2,-0.3,27.6,37.0,17.8,41.0,8.3,3.2
SITE090,2,10.3,-7.6,1.4,26.4,47.0,18.0,41.0,8.3,3.2
SITE090,3,14.4,-2.5,5.9,34.8,82.0,16.8,44.0,8.1,3.2
SITE090,4,21.0,3.4,12.2,28.8,126.0,17.6,42.0,8.3,3.2
SITE090,5,28.4,8.6,18.5,13.2,187.0,19.8,36.0,8.7,3.2
SITE090,6,33.1,13.1,23.1,2.4,214.0,20.0,33.0,8.9,3.2
SITE090,7,34.7,14.7,24.7,0.6,226.0,20.0,32.0,9.0,3.2
SITE090,8,33.1,13.1,23.1,0.6,198.0,20.0,32.0,9.0,3.2
SITE090,9,28.5,8.5,18.5,1.8,142.0,20.0,33.0,9.0,3.2
SITE090,10,22.2,2.2,12.2,8.4,95.0,20.0,35.0,8.8,3.2
SITE090,11,14.8,-2.9,5.9,28.8,51.0,17.6,42.0,8.3,3.2
SITE090,12,9.4,-6.6,1.4,40.8,35.0,16.0,46.0,8.0,3.2
SITE091,1,12.6,-5.2,3.7,21.6,51.0,17.8,41.0,8.3,3.2
SITE091,2,14.2,-3.7,5.3,20.7,62.0,18.0,41.0,8.3,3.2
SITE091,3,18.0,1.2,9.6,27.3,99.0,16.8,44.0,8.1,3.2
SITE091,4,24.4,6.8,15.6,22.6,143.0,17.6,42.0,8.3,3.2
SITE091,5,31.4,11.7,21.5,10.4,204.0,19.8,36.0,8.7,3.2
SITE091,6,35.9,15.9,25.9,1.9,228.0,20.0,33.0,8.9,3.2
SITE091,7,37.5,17.5,27.5,0.5,240.0,20.0,32.0,9.0,3.2
SITE091,8,35.9,15.9,25.9,0.5,214.0,20.0,32.0,9.0,3.2
SITE091,9,31.5,11.5,21.5,1.4,161.0,20.0,33.0,9.0,3.2
SITE091,10,25.6,5.6,15.6,6.6,113.0,20.0,35.0,8.8,3.2
SITE091,11,18.4,0.8,9.6,22.6,66.0,17.6,42.0,8.3,3.2
SITE091,12,13.3,-2.7,5.3,32.0,48.0,16.0,46.0,8.0,3.2
SITE092,1,10.5,-7.3,1.6,14.6,46.0,17.8,41.0,8.3,3.2
SITE092,2,12.2,-5.7,3.3,13.9,57.0,18.0,41.0,8.3,3.2
SITE092,3,16.3,-0.6,7.8,18.4,93.0,16.8,44.0,8.1,3.2
SITE092,4,22.9,5.3,14.1,15.2,137.0,17.6,42.0,8.3,3.2
SITE092,5,30.3,10.5,20.4,7.0,198.0,19.8,36.0,8.7,3.2
SITE092,6,35.0,15.0,25.0,1.3,223.0,20.0,33.0,8.9,3.2
SITE092,7,36.6,16.6,26.6,0.3,235.0,20.0,32.0,9.0,3.2
SITE092,8,35.0,15.0,25.0,0.3,210.0,20.0,32.0,9.0,3.2
SITE092,9,30.4,10.4,20.4,0.9,156.0,20.0,33.0,9.0,3.2
SITE092,10,24.1,4.1,14.1,4.4,109.0,20.0,35.0,8.8,3.2
SITE092,11,16.7,-1.0,7.8,15.2,62.0,17.6,42.0,8.3,3.2
SITE092,12,11.3,-4.7,3.3,21.5,44.0,16.0,46.0,8.0,3.2
SITE093,1,11.7,-6.1,2.8,26.5,49.0,17.8,41.0,8.3,3.2
SITE093,2,13.4,-4.6,4.4,25.4,60.0,18.0,41.0,8.3,3.2
SITE093,3,17.4,0.6,9.0,33.5,97.0,16.8,44.0,8.1,3.2
SITE093,4,24.0,6.4,15.2,27.7,142.0,17.6,42.0,8.3,3.2
SITE093,5,31.3,11.5,21.4,12.7,203.0,19.8,36.0,8.7,3.2
SITE093,6,36.0,16.0,26.0,2.3,229.0,20.0,33.0,8.9,3.2
SITE093,7,37.7,17.7,27.7,0.6,241.0,20.0,32.0,9.0,3.2
SITE093,8,36.0,16.0,26.0,0.6,215.0,20.0,32.0,9.0,3.2
SITE093,9,31.4,11.4,21.4,1.7,160.0,20.0,33.0,9.0,3.2
SITE093,10,25.2,5.2,15.2,8.1,112.0,20.0,35.0,8.8,3.2
SITE093,11,17.8,0.2,9.0,27.7,65.0,17.6,42.0,8.3,3.2
SITE093,12,12.4,-3.6,4.4,39.2,47.0,16.0,46.0,8.0,3.2
SITE094,1,10.9,-7.0,2.0,35.3,40.0,17.8,41.0,8.3,3.2
SITE094,2,12.5,-5.5,3.5,33.8,51.0,18.0,41.0,8.3,3.2
SITE094,3,16.1,-0.8,7.7,44.5,86.0,16.8,44.0,8.1,3.2
SITE094,4,22.2,4.5,13.4,36.8,130.0,17.6,42.0,8.3,3.2
SITE094,5,28.9,9.2,19.1,16.9,190.0,19.8,36.0,8.7,3.2
SITE094,6,33.2,13.2,23.2,3.1,216.0,20.0,33.0,8.9,3.2
SITE094,7,34.8,14.8,24.8,0.8,226.0,20.0,32.0,9.0,3.2
SITE094,8,33.2,13.2,23.2,0.8,198.0,20.0,32.0,9.0,3.2
SITE094,9,29.1,9.1,19.1,2.3,143.0,20.0,33.0,9.0,3.2
SITE094,10,23.4,3.4,13.4,10.7,96.0,20.0,35.0,8.8,3.2
SITE094,11,16.5,-1.2,7.7,36.8,53.0,17.6,42.0,8.3,3.2
SITE094,12,11.5,-4.5,3.5,52.2,37.0,16.0,46.0,8.0,3.2
SITE095,1,8.9,-8.9,-0.0,25.3,36.0,17.8,41.0,8.3,3.2
SITE095,2,10.6,-7.4,1.6,24.2,47.0,18.0,41.0,8.3,3.2
SITE095,3,14.4,-2.4,6.0,31.8,81.0,16.8,44.0,8.1,3.2
SITE095,4,20.8,3.2,12.0,26.4,125.0,17.6,42.0,8.3,3.2
SITE095,5,27.9,8.1,18.0,12.1,185.0,19.8,36.0,8.7,3.2
SITE095,6,32.4,12.4,22.4,2.2,211.0,20.0,33.0,8.9,3.2
SITE095,7,34.1,14.1,24.1,0.5,222.0,20.0,32.0,9.0,3.2
SITE095,8,32.4,12.4,22.4,0.5,194.0,20.0,32.0,9.0,3.2
SITE095,9,28.0,8.0,18.0,1.6,140.0,20.0,33.0,9.0,3.2
SITE095,10,22.0,2.0,12.0,7.7,93.0,20.0,35.0,8.8,3.2
SITE095,11,14.8,-2.8,6.0,26.4,50.0,17.6,42.0,8.3,3.2
SITE095,12,9.6,-6.4,1.6,37.3,34.0,16.0,46.0,8.0,3.2
SITE096,1,9.5,-8.3,0.6,45.5,37.0,17.8,41.0,8.3,3.2
SITE096,2,11.2,-6.8,2.2,43.5,48.0,18.0,41.0,8.3,3.2
SITE096,3,15.0,-1.9,6.5,57.4,82.0,16.8,44.0,8.1,3.2
SITE096,4,21.4,3.7,12.5,47.5,126.0,17.6,42.0,8.3,3.2
SITE096,5,28.4,8.6,18.5,21.8,187.0,19.8,36.0,8.7,3.2
SITE096,6,32.9,12.9,22.9,4.0,214.0,20.0,33.0,8.9,3.2
SITE096,7,34.5,14.5,24.5,1.0,225.0,20.0,32.0,9.0,3.2
SITE096,8,32.9,12.9,22.9,1.0,196.0,20.0,32.0,9.0,3.2
SITE096,9,28.5,8.5,18.5,3.0,141.0,20.0,33.0,9.0,3.2
SITE096,10,22.5,2.5,12.5,13.8,93.0,20.0,35.0,8.8,3.2
SITE096,11,15.4,-2.3,6.5,47.5,51.0,17.6,42.0,8.3,3.2
SITE096,12,10.2,-5.8,2.2,67.2,35.0,16.0,46.0,8.0,3.2
SITE097,1,10.8,-4.6,3.1,104.5,50.0,15.3,67.0,6.0,2.5
SITE097,2,12.3,-3.4,4.5,97.8,59.0,15.7,66.0,6.0,2.5
SITE097,3,16.3,0.1,8.2,87.6,95.0,16.2,65.0,6.1,2.5
SITE097,4,22.1,4.3,13.2,57.3,135.0,17.8,62.0,6.4,2.5
SITE097,5,27.8,8.8,18.3,33.7,183.0,19.0,60.0,6.5,2.5
SITE097,6,32.0,12.0,22.0,10.1,206.0,20.0,57.0,6.7,2.5
SITE097,7,33.4,13.4,23.4,3.4,217.0,20.0,56.0,6.8,2.5
SITE097,8,32.0,12.0,22.0,6.7,197.0,20.0,57.0,6.7,2.5
SITE097,9,27.9,8.7,18.3,30.3,148.0,19.1,59.0,6.6,2.5
SITE097,10,21.8,4.6,13.2,67.4,102.0,17.2,63.0,6.3,2.5
SITE097,11,16.1,0.2,8.2,94.4,64.0,15.8,66.0,6.1,2.5
SITE097,12,12.3,-3.4,4.5,97.8,50.0,15.7,66.0,6.0,2.5
SITE098,1,8.8,-7.2,0.8,73.0,45.0,16.0,67.0,6.0,2.5
SITE098,2,10.5,-5.9,2.3,68.3,54.0,16.4,66.0,6.0,2.5
SITE098,3,14.7,-2.2,6.2,61.3,90.0,16.9,65.0,6.1,2.5
SITE098,4,20.9,2.4,11.6,40.1,131.0,18.5,62.0,6.4,2.5
SITE098,5,26.9,7.1,17.0,23.6,180.0,19.8,60.0,6.5,2.5
SITE098,6,31.0,11.0,21.0,7.1,201.0,20.0,57.0,6.7,2.5
SITE098,7,32.4,12.4,22.4,2.4,212.0,20.0,56.0,6.8,2.5
SITE098,8,31.0,11.0,21.0,4.7,191.0,20.0,57.0,6.7,2.5
SITE098,9,27.0,7.0,17.0,21.2,145.0,20.0,59.0,6.6,2.5
SITE098,10,20.6,2.6,11.6,47.1,99.0,18.0,63.0,6.3,2.5
SITE098,11,14.5,-2.0,6.2,66.0,60.0,16.5,66.0,6.1,2.5
SITE098,12,10.5,-5.9,2.3,68.3,46.0,16.4,66.0,6.0,2.5
SITE099,1,9.8,-6.2,1.8,137.5,47.0,16.0,67.0,6.0,2.5
SITE099,2,11.4,-4.9,3.2,128.6,56.0,16.3,66.0,6.0,2.5
