site_id,year,tmax_avg_c,tmin_avg_c,tavg_c,precip_mm,et0_mm,gdd_base10,frost_days,heat_days_gt35,rh_mean_pct,wind_ms,sunshine_h_day,precip_anom_pct,temp_anom_c
SITE069,2009,14.9,-3.1,5.5,455.2,1118.0,764,188,0,59.0,2.8,5.7,14,-0.07
SITE069,2010,14.9,-3.1,5.5,317.0,1130.0,764,188,0,58.0,2.7,6.1,-21,-0.06
SITE069,2011,15.0,-3.1,5.6,490.4,1117.0,766,187,0,59.0,2.8,6.2,23,-0.01
SITE069,2012,15.1,-2.9,5.7,345.0,1136.0,771,185,0,57.0,2.5,6.0,-14,0.12
SITE069,2013,15.0,-3.0,5.7,397.3,1129.0,769,186,0,58.0,2.5,5.6,-1,0.06
SITE069,2014,15.1,-3.0,5.7,470.2,1124.0,770,185,0,58.0,2.6,5.6,18,0.09
SITE069,2015,15.2,-2.9,5.8,209.3,1151.0,774,184,0,56.0,3.3,6.0,-48,0.19
SITE069,2016,15.4,-2.6,6.0,576.8,1132.0,784,180,0,58.0,2.5,5.7,44,0.45
SITE069,2017,15.4,-2.6,6.1,254.2,1160.0,784,180,0,55.0,2.8,5.7,-36,0.46
SITE069,2018,15.4,-2.6,6.0,256.8,1159.0,783,180,0,55.0,2.6,6.1,-36,0.44
SITE069,2019,15.6,-2.5,6.2,418.4,1153.0,790,178,0,56.0,3.0,6.1,5,0.61
SITE069,2020,15.6,-2.5,6.2,635.7,1134.0,790,178,0,57.0,3.0,5.4,59,0.6
SITE069,2021,15.7,-2.3,6.4,292.5,1171.0,796,175,0,54.0,2.9,6.0,-27,0.76
SITE069,2022,15.9,-2.2,6.5,169.4,1188.0,800,174,0,53.0,3.1,6.4,-58,0.87
SITE069,2023,15.9,-2.2,6.5,400.7,1168.0,800,174,0,55.0,2.7,5.8,0,0.87
SITE069,2024,15.8,-2.3,6.4,524.6,1154.0,798,175,0,56.0,2.4,5.5,31,0.81
SITE070,1991,27.1,8.5,17.4,174.2,1666.0,3057,42,49,41.0,3.2,8.6,37,-0.53
SITE070,1992,27.2,8.6,17.5,182.7,1668.0,3074,42,50,41.0,3.4,8.6,44,-0.42
SITE070,1993,27.3,8.6,17.6,139.4,1688.0,3082,41,50,40.0,3.4,8.5,10,-0.37
SITE070,1994,27.3,8.7,17.6,97.1,1705.0,3084,41,50,39.0,3.4,8.7,-24,-0.36
SITE070,1995,27.3,8.7,17.6,89.7,1709.0,3088,41,50,38.0,2.8,8.7,-29,-0.33
SITE070,1996,27.4,8.7,17.7,198.5,1669.0,3097,41,51,41.0,3.6,8.4,56,-0.27
SITE070,1997,27.4,8.8,17.7,237.7,1656.0,3106,41,51,41.0,3.0,7.9,87,-0.22
SITE070,1998,27.5,8.9,17.8,118.1,1708.0,3119,41,51,38.0,3.4,8.8,-7,-0.13
SITE070,1999,27.5,8.8,17.8,82.2,1719.0,3107,41,51,38.0,3.1,9.0,-35,-0.21
SITE070,2000,27.4,8.8,17.7,76.1,1720.0,3103,41,51,38.0,2.9,8.7,-40,-0.23
SITE070,2001,27.4,8.8,17.7,45.5,1730.0,3098,41,51,37.0,3.7,8.9,-64,-0.27
SITE070,2002,27.4,8.8,17.7,167.1,1682.0,3098,41,51,40.0,3.4,8.4,32,-0.27
SITE070,2003,27.4,8.8,17.7,49.5,1729.0,3099,41,51,37.0,3.0,9.3,-61,-0.26
SITE070,2004,27.4,8.8,17.7,145.0,1693.0,3105,41,51,39.0,3.3,8.4,14,-0.22
SITE070,2005,27.6,8.9,17.9,59.3,1734.0,3128,41,52,37.0,3.0,9.1,-53,-0.07
SITE070,2006,27.5,8.9,17.8,120.4,1707.0,3121,41,51,38.0,3.3,8.7,-5,-0.12
SITE070,2007,27.6,9.0,17.9,231.7,1666.0,3131,40,52,41.0,3.1,8.2,82,-0.06
SITE070,2008,27.6,9.0,17.9,89.3,1724.0,3133,40,52,37.0,3.4,8.9,-30,-0.05
SITE070,2009,27.6,9.0,17.9,84.1,1725.0,3130,40,52,37.0,2.9,8.7,-34,-0.06
SITE070,2010,27.7,9.1,18.0,98.8,1725.0,3150,40,52,37.0,3.2,8.8,-22,0.06
SITE070,2011,27.8,9.2,18.1,104.1,1728.0,3168,40,53,37.0,3.1,8.6,-18,0.18
SITE070,2012,27.9,9.3,18.2,148.6,1715.0,3184,39,54,37.0,3.2,8.4,17,0.28
SITE070,2013,27.9,9.3,18.2,151.1,1712.0,3178,40,53,38.0,3.2,8.5,19,0.24
SITE070,2014,27.9,9.3,18.2,105.8,1731.0,3180,39,53,36.0,3.5,8.7,-17,0.26
SITE070,2015,27.9,9.3,18.3,134.0,1721.0,3185,39,54,37.0,2.9,8.3,5,0.29
SITE070,2016,27.9,9.2,18.2,221.0,1682.0,3170,40,53,39.0,2.8,8.1,74,0.2
SITE070,2017,27.9,9.3,18.2,115.8,1728.0,3181,39,53,37.0,3.6,8.6,-9,0.26
SITE070,2018,27.9,9.3,18.2,117.9,1726.0,3178,40,53,37.0,3.5,8.4,-7,0.24
SITE070,2019,27.9,9.3,18.2,233.8,1680.0,3184,39,54,39.0,3.0,8.2,84,0.28
SITE070,2020,27.9,9.3,18.2,118.7,1727.0,3182,39,54,37.0,3.3,8.4,-7,0.27
SITE070,2021,28.0,9.4,18.3,82.4,1746.0,3198,39,54,35.0,3.5,8.7,-35,0.37
SITE070,2022,28.1,9.4,18.4,92.6,1745.0,3207,39,54,35.0,3.4,8.9,-27,0.43
SITE070,2023,28.2,9.5,18.5,138.4,1729.0,3217,39,55,36.0,3.7,8.4,9,0.5
SITE070,2024,28.2,9.6,18.5,120.8,1741.0,3231,38,55,36.0,3.1,8.4,-5,0.58
SITE071,1991,26.7,8.0,17.0,54.7,1694.0,2931,60,45,37.0,3.3,9.0,-39,-0.12
SITE071,1992,26.7,8.1,17.0,92.2,1676.0,2941,60,45,38.0,3.1,8.6,2,-0.05
SITE071,1993,26.7,8.0,17.0,83.8,1677.0,2930,60,45,38.0,3.0,8.7,-7,-0.12
SITE071,1994,26.7,8.0,17.0,50.9,1697.0,2935,60,45,37.0,2.9,9.0,-43,-0.09
SITE071,1995,26.7,8.1,17.0,59.4,1693.0,2937,60,45,37.0,2.7,8.7,-34,-0.08
SITE071,1996,26.6,8.0,16.9,170.1,1628.0,2926,60,45,41.0,3.3,8.0,89,-0.15
SITE071,1997,26.7,8.1,17.0,132.4,1654.0,2942,60,46,40.0,2.9,8.6,47,-0.04
SITE071,1998,26.8,8.2,17.1,42.3,1707.0,2950,59,46,36.0,3.3,8.7,-53,0.02
SITE071,1999,26.9,8.2,17.2,39.7,1712.0,2961,59,46,36.0,3.2,8.7,-56,0.09
SITE071,2000,26.8,8.2,17.1,48.1,1705.0,2955,59,46,36.0,3.4,8.8,-47,0.05
SITE071,2001,26.9,8.3,17.2,71.7,1695.0,2965,59,46,37.0,3.3,8.8,-20,0.11
SITE071,2002,26.9,8.3,17.2,111.4,1675.0,2970,59,46,38.0,2.9,8.3,24,0.15
SITE071,2003,26.9,8.2,17.2,68.5,1696.0,2962,59,46,37.0,3.3,8.8,-24,0.1
SITE071,2004,26.8,8.2,17.1,208.3,1616.0,2958,59,46,42.0,3.1,7.7,131,0.06
SITE071,2005,26.8,8.1,17.1,78.9,1685.0,2946,60,46,38.0,3.1,8.4,-12,-0.01
SITE071,2006,26.8,8.1,17.1,125.3,1660.0,2947,60,46,39.0,3.5,8.3,39,-0.0
SITE071,2007,26.8,8.1,17.1,85.8,1682.0,2947,60,46,38.0,3.3,8.6,-5,-0.0
SITE071,2008,26.7,8.1,17.0,91.1,1676.0,2938,60,45,38.0,3.3,8.5,1,-0.07
SITE071,2009,26.7,8.1,17.0,84.5,1681.0,2942,60,46,38.0,2.9,8.5,-6,-0.04
SITE071,2010,26.7,8.0,17.0,176.0,1626.0,2931,60,45,41.0,2.8,8.0,96,-0.12
SITE071,2011,26.7,8.1,17.0,77.5,1684.0,2940,60,45,38.0,3.5,8.6,-14,-0.06
SITE071,2012,26.6,8.0,16.9,48.4,1696.0,2928,60,45,37.0,3.3,8.8,-46,-0.14
SITE071,2013,26.6,7.9,16.9,133.5,1644.0,2914,61,45,40.0,3.0,8.4,48,-0.23
SITE071,2014,26.5,7.9,16.8,41.9,1695.0,2912,61,45,37.0,3.3,8.7,-53,-0.24
SITE071,2015,26.6,7.9,16.9,48.2,1692.0,2916,61,45,37.0,3.3,8.7,-46,-0.22
SITE071,2016,26.7,8.0,17.0,155.4,1639.0,2934,60,45,41.0,3.2,8.1,73,-0.09
SITE071,2017,26.8,8.1,17.1,72.5,1689.0,2946,60,46,37.0,3.2,8.8,-19,-0.02
SITE071,2018,26.8,8.2,17.1,19.8,1721.0,2955,59,46,35.0,3.3,8.9,-78,0.05
SITE071,2019,26.8,8.2,17.1,214.5,1611.0,2952,59,46,42.0,3.1,7.9,138,0.03
SITE071,2020,26.9,8.3,17.2,124.4,1667.0,2968,59,46,39.0,3.1,8.5,38,0.14
SITE071,2021,27.0,8.3,17.3,39.3,1717.0,2975,59,47,36.0,3.4,9.1,-56,0.18
SITE071,2022,27.1,8.4,17.4,69.5,1705.0,2989,58,47,36.0,3.3,8.7,-23,0.28
SITE071,2023,27.1,8.4,17.4,68.1,1706.0,2990,58,47,36.0,3.5,8.7,-24,0.28
SITE071,2024,27.1,8.5,17.4,93.4,1695.0,3000,58,47,37.0,3.5,8.6,4,0.35
SITE072,1991,25.6,6.9,15.9,144.6,1626.0,2705,71,38,40.0,3.4,8.7,-10,-0.59
SITE072,1992,25.7,7.1,16.0,227.7,1607.0,2723,71,39,41.0,3.3,8.3,42,-0.45
SITE072,1993,25.7,7.0,16.0,227.3,1605.0,2718,71,39,41.0,2.8,8.5,42,-0.49
SITE072,1994,25.7,7.0,16.0,73.4,1652.0,2717,71,39,38.0,3.3,8.8,-54,-0.5
SITE072,1995,25.7,7.0,16.0,181.4,1619.0,2717,71,39,40.0,2.8,8.4,13,-0.5
SITE072,1996,25.7,7.1,16.0,146.9,1631.0,2722,71,39,40.0,3.2,8.6,-8,-0.46
SITE072,1997,25.8,7.2,16.1,213.4,1616.0,2736,70,39,40.0,3.1,8.3,33,-0.36
SITE072,1998,25.9,7.2,16.2,138.4,1641.0,2744,70,39,39.0,3.3,8.8,-13,-0.31
SITE072,1999,26.0,7.3,16.3,117.4,1653.0,2758,69,40,38.0,3.5,8.8,-27,-0.2
SITE072,2000,26.0,7.3,16.3,74.6,1666.0,2759,69,40,37.0,3.2,8.7,-53,-0.2
SITE072,2001,25.9,7.2,16.2,59.5,1667.0,2747,70,39,37.0,3.8,8.8,-63,-0.29
SITE072,2002,25.9,7.2,16.2,72.1,1662.0,2744,70,39,38.0,3.6,8.9,-55,-0.31
SITE072,2003,25.8,7.2,16.1,171.7,1629.0,2739,70,39,40.0,4.3,8.6,7,-0.34
SITE072,2004,25.9,7.2,16.2,166.1,1632.0,2742,70,39,39.0,3.4,8.5,4,-0.32
SITE072,2005,26.0,7.3,16.3,84.2,1664.0,2762,69,40,37.0,3.1,8.8,-47,-0.18
SITE072,2006,26.1,7.4,16.4,130.5,1653.0,2770,69,40,38.0,3.3,8.5,-18,-0.12
SITE072,2007,26.1,7.5,16.4,213.6,1632.0,2783,68,40,39.0,3.6,8.5,34,-0.03
SITE072,2008,26.2,7.5,16.5,191.1,1639.0,2784,68,40,39.0,3.3,8.5,19,-0.02
SITE072,2009,26.2,7.5,16.5,67.9,1678.0,2788,68,41,36.0,3.3,8.6,-58,0.01
SITE072,2010,26.1,7.4,16.4,164.7,1644.0,2775,69,40,38.0,3.3,8.8,3,-0.08
SITE072,2011,26.1,7.4,16.4,160.9,1645.0,2775,69,40,38.0,3.0,8.6,1,-0.08
SITE072,2012,26.1,7.4,16.4,107.8,1661.0,2775,69,40,37.0,3.5,8.7,-33,-0.08
SITE072,2013,26.2,7.6,16.5,141.5,1658.0,2795,68,41,37.0,3.4,8.5,-12,0.06
SITE072,2014,26.4,7.8,16.7,149.1,1665.0,2823,67,42,37.0,3.6,8.7,-7,0.26
SITE072,2015,26.6,7.9,16.9,129.2,1679.0,2843,66,42,36.0,3.3,8.7,-19,0.4
SITE072,2016,26.6,7.9,16.9,157.5,1670.0,2843,66,42,36.0,3.8,8.5,-2,0.4
SITE072,2017,26.6,8.0,16.9,37.1,1711.0,2852,66,42,34.0,3.1,9.1,-77,0.47
SITE072,2018,26.7,8.0,17.0,227.4,1652.0,2856,66,43,37.0,3.2,8.2,42,0.5
SITE072,2019,26.7,8.1,17.1,293.8,1635.0,2867,65,43,38.0,3.1,8.0,84,0.58
SITE072,2020,26.7,8.1,17.0,106.8,1693.0,2863,65,43,35.0,3.0,8.6,-33,0.55
SITE072,2021,26.8,8.2,17.1,76.2,1707.0,2876,65,43,34.0,2.7,9.0,-52,0.64
SITE072,2022,26.8,8.2,17.1,97.5,1700.0,2875,65,43,34.0,3.6,8.9,-39,0.63
SITE072,2023,26.9,8.2,17.2,116.9,1697.0,2886,64,43,34.0,3.1,8.7,-27,0.71
SITE072,2024,26.9,8.2,17.2,68.3,1712.0,2883,65,43,34.0,3.4,8.9,-57,0.69
SITE073,1991,21.6,3.0,11.9,145.4,1460.0,1790,122,3,39.0,3.2,8.9,-39,-0.48
SITE073,1992,21.7,3.0,12.0,424.7,1413.0,1798,122,3,42.0,3.2,8.0,78,-0.39
SITE073,1993,21.7,3.1,12.0,175.5,1462.0,1804,121,3,39.0,3.3,8.6,-27,-0.33
SITE073,1994,21.7,3.0,12.0,139.0,1466.0,1799,121,3,38.0,3.3,8.8,-42,-0.38
SITE073,1995,21.7,3.1,12.1,143.7,1468.0,1804,121,3,38.0,3.1,8.8,-40,-0.33
SITE073,1996,21.7,3.1,12.0,223.4,1453.0,1803,121,3,39.0,2.5,8.8,-7,-0.34
SITE073,1997,21.6,3.0,11.9,355.7,1422.0,1790,122,3,41.0,3.2,8.3,49,-0.48
SITE073,1998,21.7,3.1,12.0,224.7,1451.0,1800,121,3,39.0,3.6,8.6,-6,-0.37
SITE073,1999,21.7,3.1,12.0,174.9,1462.0,1804,121,3,39.0,3.7,8.9,-27,-0.33
SITE073,2000,21.9,3.3,12.2,113.3,1481.0,1818,119,3,37.0,3.1,8.8,-53,-0.17
SITE073,2001,21.8,3.2,12.1,205.7,1461.0,1812,120,3,39.0,3.2,8.6,-14,-0.24
SITE073,2002,21.9,3.3,12.2,298.3,1449.0,1822,119,3,39.0,3.2,8.3,25,-0.13
SITE073,2003,21.9,3.3,12.2,219.6,1462.0,1820,119,3,38.0,2.9,8.6,-8,-0.16
SITE073,2004,21.8,3.2,12.1,176.0,1466.0,1811,120,3,38.0,2.8,8.9,-26,-0.25
SITE073,2005,21.8,3.2,12.1,157.1,1469.0,1811,120,3,38.0,3.2,8.6,-34,-0.26
SITE073,2006,21.9,3.3,12.2,281.9,1451.0,1820,119,3,39.0,3.1,8.5,18,-0.16
SITE073,2007,22.0,3.4,12.3,195.7,1470.0,1827,119,3,38.0,3.1,8.7,-18,-0.08
SITE073,2008,22.1,3.4,12.4,213.7,1472.0,1835,118,3,38.0,3.8,8.6,-11,0.01
SITE073,2009,22.1,3.5,12.4,477.7,1424.0,1837,118,3,41.0,3.7,7.8,100,0.03
SITE073,2010,22.0,3.4,12.3,168.0,1476.0,1827,119,3,37.0,3.2,8.7,-30,-0.08
SITE073,2011,22.1,3.4,12.4,167.7,1480.0,1835,118,3,37.0,3.2,8.7,-30,0.01
SITE073,2012,22.2,3.5,12.5,235.3,1472.0,1843,117,3,38.0,3.7,8.6,-2,0.1
SITE073,2013,22.2,3.5,12.5,254.6,1468.0,1842,117,3,38.0,3.3,8.5,7,0.09
SITE073,2014,22.3,3.6,12.6,185.8,1486.0,1852,116,3,37.0,3.5,8.4,-22,0.2
SITE073,2015,22.3,3.6,12.6,266.1,1470.0,1851,116,3,38.0,3.6,8.6,11,0.18
SITE073,2016,22.4,3.7,12.7,230.2,1482.0,1860,115,3,37.0,3.2,8.8,-4,0.29
SITE073,2017,22.4,3.8,12.7,199.4,1490.0,1865,115,3,36.0,3.3,8.4,-17,0.34
SITE073,2018,22.5,3.9,12.8,108.7,1512.0,1875,114,3,35.0,3.4,8.9,-55,0.45
SITE073,2019,22.6,3.9,12.9,406.7,1459.0,1879,113,3,38.0,3.0,8.2,70,0.49
SITE073,2020,22.5,3.8,12.8,337.8,1468.0,1872,114,3,38.0,2.9,8.5,41,0.41
SITE073,2021,22.5,3.9,12.8,206.9,1495.0,1877,113,3,36.0,2.9,8.8,-13,0.47
SITE073,2022,22.6,4.0,12.9,192.2,1502.0,1885,113,3,35.0,3.0,8.8,-20,0.56
SITE073,2023,22.7,4.1,13.0,225.0,1499.0,1892,112,3,35.0,3.2,8.7,-6,0.63
SITE073,2024,22.8,4.2,13.1,232.8,1503.0,1900,111,3,35.0,3.3,8.6,-3,0.72
SITE074,1991,20.6,1.9,10.9,130.8,1413.0,1659,138,2,40.0,3.3,9.0,-27,-0.64
SITE074,1992,20.5,1.9,10.9,270.7,1380.0,1659,138,2,42.0,3.1,8.2,51,-0.64
SITE074,1993,20.6,2.0,11.0,224.3,1396.0,1667,137,2,41.0,2.8,8.1,25,-0.55
SITE074,1994,20.7,2.1,11.0,86.9,1430.0,1672,136,2,38.0,2.6,9.0,-51,-0.5
SITE074,1995,20.6,1.9,10.9,207.1,1396.0,1661,138,2,41.0,3.4,8.5,16,-0.63
SITE074,1996,20.5,1.9,10.8,107.5,1418.0,1658,138,2,39.0,3.6,8.8,-40,-0.66
SITE074,1997,20.7,2.0,11.0,154.2,1413.0,1669,137,2,40.0,3.4,8.6,-14,-0.53
SITE074,1998,20.7,2.1,11.0,118.8,1425.0,1675,136,2,39.0,3.5,8.7,-34,-0.46
SITE074,1999,20.7,2.1,11.0,72.3,1435.0,1674,136,2,38.0,3.4,9.2,-60,-0.47
SITE074,2000,20.7,2.1,11.1,128.3,1423.0,1676,136,2,39.0,3.4,8.7,-28,-0.44
SITE074,2001,20.9,2.2,11.2,205.5,1410.0,1686,134,2,40.0,3.3,8.3,15,-0.33
SITE074,2002,21.0,2.3,11.3,248.3,1407.0,1697,133,2,40.0,3.4,8.3,39,-0.2
SITE074,2003,21.0,2.4,11.3,213.3,1417.0,1701,133,2,39.0,3.2,8.4,19,-0.15
SITE074,2004,20.9,2.3,11.2,280.3,1397.0,1693,134,2,41.0,3.5,8.1,57,-0.25
SITE074,2005,21.0,2.3,11.3,158.0,1427.0,1694,133,2,39.0,3.0,8.8,-12,-0.23
SITE074,2006,21.0,2.4,11.3,150.3,1431.0,1698,133,2,38.0,3.4,8.5,-16,-0.19
SITE074,2007,21.1,2.5,11.4,100.5,1447.0,1706,132,2,37.0,3.5,8.7,-44,-0.09
SITE074,2008,21.2,2.6,11.5,161.6,1438.0,1716,131,2,38.0,3.4,8.6,-10,0.02
SITE074,2009,21.2,2.6,11.5,217.1,1425.0,1717,131,2,39.0,3.3,8.4,21,0.03
SITE074,2010,21.4,2.7,11.7,253.4,1423.0,1729,129,2,39.0,3.6,8.3,42,0.17
SITE074,2011,21.4,2.7,11.7,212.5,1434.0,1731,129,2,38.0,3.3,8.4,19,0.19
SITE074,2012,21.5,2.8,11.8,224.4,1436.0,1739,128,2,38.0,3.2,8.7,25,0.29
SITE074,2013,21.5,2.9,11.8,193.3,1445.0,1741,128,2,37.0,2.6,8.7,8,0.31
SITE074,2014,21.6,3.0,11.9,229.7,1441.0,1749,127,2,37.0,3.2,8.3,28,0.41
SITE074,2015,21.7,3.1,12.0,161.4,1464.0,1760,125,2,36.0,2.9,8.5,-10,0.54
SITE074,2016,21.8,3.1,12.1,171.5,1464.0,1765,125,2,36.0,2.9,8.4,-4,0.59
SITE074,2017,21.8,3.2,12.1,189.4,1461.0,1767,124,2,36.0,3.1,8.4,6,0.62
SITE074,2018,21.7,3.1,12.0,158.0,1463.0,1759,126,2,36.0,3.6,8.5,-12,0.52
SITE074,2019,21.8,3.1,12.1,242.2,1445.0,1763,125,2,37.0,3.2,8.3,35,0.56
SITE074,2020,21.7,3.1,12.0,138.7,1468.0,1758,126,2,35.0,3.2,8.7,-22,0.51
SITE074,2021,21.7,3.0,12.0,76.3,1482.0,1757,126,2,34.0,3.0,8.7,-57,0.49
SITE074,2022,21.6,3.0,11.9,152.0,1461.0,1753,126,2,36.0,3.9,8.3,-15,0.45
SITE074,2023,21.8,3.1,12.1,125.6,1474.0,1764,125,2,35.0,3.7,8.7,-30,0.57
SITE074,2024,21.9,3.3,12.2,139.6,1478.0,1776,123,2,34.0,3.4,8.9,-22,0.72
SITE075,1991,20.8,2.2,11.1,578.6,1385.0,1693,135,2,42.0,3.3,8.1,71,-0.49
SITE075,1992,20.8,2.2,11.1,338.8,1416.0,1695,134,2,40.0,3.0,8.5,0,-0.46
SITE075,1993,20.9,2.2,11.2,394.2,1412.0,1701,134,2,40.0,3.4,8.6,16,-0.4
SITE075,1994,20.9,2.2,11.2,266.6,1427.0,1700,134,2,39.0,3.0,8.7,-21,-0.42
SITE075,1995,20.9,2.2,11.2,362.1,1414.0,1698,134,2,40.0,3.6,8.5,7,-0.44
SITE075,1996,20.9,2.2,11.2,414.7,1409.0,1700,134,2,40.0,3.1,8.4,22,-0.41
SITE075,1997,21.0,2.3,11.3,549.8,1397.0,1708,133,2,41.0,3.0,8.1,62,-0.32
SITE075,1998,20.9,2.3,11.2,402.6,1412.0,1702,134,2,40.0,3.5,8.4,19,-0.39
SITE075,1999,20.9,2.3,11.2,177.4,1441.0,1704,133,2,38.0,3.8,8.9,-48,-0.37
SITE075,2000,21.0,2.4,11.3,230.7,1440.0,1713,132,2,38.0,3.6,8.6,-32,-0.26
SITE075,2001,21.1,2.4,11.4,432.3,1416.0,1717,132,2,40.0,3.6,8.2,28,-0.21
SITE075,2002,21.1,2.5,11.4,303.7,1435.0,1722,131,2,38.0,3.6,8.8,-10,-0.16
SITE075,2003,21.0,2.3,11.3,341.1,1423.0,1709,133,2,39.0,2.8,8.3,1,-0.3
SITE075,2004,21.0,2.4,11.3,419.3,1414.0,1711,133,2,40.0,3.5,8.3,24,-0.29
SITE075,2005,21.1,2.5,11.4,289.6,1437.0,1722,131,2,38.0,3.0,8.7,-15,-0.16
SITE075,2006,21.2,2.6,11.6,593.9,1404.0,1732,130,2,40.0,3.4,8.4,75,-0.05
SITE075,2007,21.3,2.7,11.6,186.8,1458.0,1736,130,2,37.0,2.9,8.6,-45,0.01
SITE075,2008,21.3,2.6,11.6,194.7,1456.0,1735,130,2,37.0,3.4,8.7,-43,-0.01
SITE075,2009,21.4,2.7,11.7,301.7,1447.0,1743,129,2,37.0,3.2,8.5,-11,0.08
SITE075,2010,21.4,2.8,11.7,442.8,1430.0,1745,129,2,39.0,3.4,8.4,31,0.1
SITE075,2011,21.4,2.8,11.7,99.5,1474.0,1744,129,2,35.0,3.3,8.9,-71,0.1
SITE075,2012,21.4,2.8,11.7,431.6,1433.0,1748,128,2,38.0,3.0,8.3,27,0.14
SITE075,2013,21.5,2.9,11.8,317.0,1453.0,1757,127,3,37.0,3.3,8.7,-6,0.25
SITE075,2014,21.5,2.9,11.8,535.3,1424.0,1755,127,2,39.0,3.3,8.4,58,0.23
SITE075,2015,21.6,2.9,11.9,427.0,1442.0,1761,127,3,38.0,3.4,8.5,26,0.3
SITE075,2016,21.6,2.9,11.9,437.1,1440.0,1761,127,3,38.0,3.6,8.4,29,0.29
SITE075,2017,21.6,2.9,11.9,237.1,1465.0,1759,127,3,36.0,3.1,8.7,-30,0.26
SITE075,2018,21.6,3.0,11.9,187.8,1473.0,1762,126,3,35.0,3.4,8.7,-45,0.3
SITE075,2019,21.7,3.0,12.0,544.2,1430.0,1768,126,3,38.0,3.6,8.1,61,0.38
SITE075,2020,21.7,3.1,12.1,262.4,1471.0,1775,125,3,36.0,2.8,8.7,-23,0.45
SITE075,2021,21.8,3.2,12.1,214.6,1480.0,1780,124,3,35.0,3.0,8.9,-37,0.51
SITE075,2022,21.9,3.2,12.2,145.8,1491.0,1784,124,3,34.0,3.5,9.0,-57,0.56
SITE075,2023,21.8,3.2,12.2,350.4,1464.0,1784,124,3,36.0,3.0,8.6,3,0.56
SITE075,2024,21.9,3.3,12.2,227.1,1484.0,1790,123,3,35.0,3.8,8.7,-33,0.62
SITE076,1991,23.4,4.8,13.7,276.7,1504.0,2128,99,12,40.0,3.3,8.7,-19,-0.55
SITE076,1992,23.4,4.8,13.7,310.0,1499.0,2127,99,12,40.0,3.1,8.3,-9,-0.56
SITE076,1993,23.4,4.8,13.7,489.8,1475.0,2125,99,12,42.0,3.1,8.4,43,-0.57
SITE076,1994,23.6,5.0,13.9,219.6,1519.0,2146,98,12,38.0,3.1,8.5,-36,-0.39
SITE076,1995,23.7,5.0,14.0,366.9,1503.0,2153,97,13,40.0,3.0,8.7,7,-0.32
SITE076,1996,23.7,5.0,14.0,274.0,1515.0,2151,97,13,39.0,3.2,8.6,-20,-0.34
SITE076,1997,23.6,5.0,13.9,640.2,1465.0,2149,98,12,42.0,3.4,8.0,87,-0.36
SITE076,1998,23.7,5.1,14.0,359.7,1507.0,2159,97,13,39.0,2.9,8.6,5,-0.26
SITE076,1999,23.8,5.1,14.1,235.5,1526.0,2166,96,13,38.0,3.0,8.8,-31,-0.2
SITE076,2000,23.8,5.2,14.1,139.2,1541.0,2171,96,13,37.0,3.2,9.1,-59,-0.15
SITE076,2001,23.8,5.2,14.1,253.3,1526.0,2170,96,13,38.0,3.9,8.8,-26,-0.17
SITE076,2002,23.8,5.1,14.1,271.2,1520.0,2162,97,13,38.0,3.5,8.9,-21,-0.24
SITE076,2003,23.8,5.1,14.1,250.9,1524.0,2166,97,13,38.0,3.1,8.7,-27,-0.21
SITE076,2004,23.8,5.1,14.1,315.0,1515.0,2165,97,13,39.0,3.3,8.5,-8,-0.21
SITE076,2005,23.8,5.2,14.1,429.7,1502.0,2169,96,13,39.0,3.5,8.2,26,-0.17
SITE076,2006,24.0,5.3,14.3,321.8,1524.0,2188,95,13,38.0,3.4,8.5,-6,-0.0
SITE076,2007,24.1,5.5,14.4,385.8,1523.0,2204,94,13,38.0,3.2,8.2,13,0.14
SITE076,2008,24.2,5.5,14.5,192.3,1551.0,2210,93,13,36.0,2.9,8.8,-44,0.2
SITE076,2009,24.2,5.5,14.5,351.2,1528.0,2206,94,13,37.0,3.0,8.4,3,0.17
SITE076,2010,24.1,5.5,14.4,412.0,1519.0,2204,94,13,38.0,3.1,8.4,20,0.14
SITE076,2011,24.1,5.5,14.4,272.1,1537.0,2202,94,13,37.0,3.3,8.6,-20,0.12
SITE076,2012,24.0,5.4,14.3,314.2,1526.0,2190,95,13,38.0,3.4,8.7,-8,0.01
SITE076,2013,24.1,5.5,14.4,255.2,1539.0,2202,94,13,37.0,2.8,8.7,-25,0.13
SITE076,2014,24.2,5.6,14.5,223.4,1548.0,2211,93,13,36.0,2.8,8.7,-35,0.21
SITE076,2015,24.1,5.5,14.5,155.5,1554.0,2205,94,13,36.0,3.3,8.7,-55,0.16
SITE076,2016,24.2,5.6,14.5,289.0,1541.0,2216,93,13,37.0,3.2,8.6,-16,0.25
SITE076,2017,24.2,5.6,14.6,299.0,1540.0,2216,93,13,37.0,2.9,8.7,-13,0.26
SITE076,2018,24.3,5.7,14.6,391.7,1531.0,2225,92,13,37.0,3.2,8.3,15,0.34
SITE076,2019,24.4,5.7,14.7,300.9,1546.0,2231,92,13,36.0,3.3,8.6,-12,0.39
SITE076,2020,24.4,5.8,14.7,275.4,1550.0,2234,92,14,36.0,3.0,8.8,-19,0.42
SITE076,2021,24.4,5.7,14.7,211.9,1557.0,2228,92,13,35.0,3.3,8.8,-38,0.36
SITE076,2022,24.5,5.8,14.8,360.8,1541.0,2239,91,14,36.0,3.2,8.4,6,0.47
